stage,param,value,score,param_initial_pct,param_dca_level_weights,param_sub_order_weights,param_dca_depths,param_take_profit_pct,param_fee_rate,param_capital,param_reentry_delay_bars,param_stop_loss_pct,param_stop_loss_ref,param_max_hold_bars,equity_final,total_return_pct,buy_hold_return_pct,num_cycles,win_rate,avg_pnl_pct,max_drawdown_pct,profit_factor,total_fees,avg_hold_bars,median_hold_bars,max_hold_bars_seen,tp_exits,sl_exits,time_exits
baseline,,,118.70938254356132,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.01,0.001,10000.0,0,0.0,wap,0,22526.524531794872,125.26524531794871,152.72041464275054,1825,99.94520547945206,0.777778379482284,63.70575182924928,1.97621221473025,6441.127984559726,1607.477808219178,117.0,929126.0,1824,0,0
search:take_profit_pct,take_profit_pct,0.005,86.45781392311659,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.005,0.001,10000.0,0,0.0,wap,0,19301.367669750398,93.01367669750398,152.72041464275054,4184,99.97609942638623,0.2943729816296675,63.705751829249266,2.991821358255275,9404.061946010666,701.1584608030593,25.0,928913.0,4183,0,0
search:take_profit_pct,take_profit_pct,0.008,95.76424471977947,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.008,0.001,10000.0,0,0.0,wap,0,20231.400430731366,102.31400430731368,152.72041464275054,2403,99.95838535164377,0.5832302279400602,63.66506391689476,1.89529307643256,7315.096581799993,1220.826883062838,68.0,929729.0,2402,0,0
search:take_profit_pct,take_profit_pct,0.01,118.70938254356132,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.01,0.001,10000.0,0,0.0,wap,0,22526.524531794872,125.26524531794871,152.72041464275054,1825,99.94520547945206,0.777778379482284,63.70575182924928,1.97621221473025,6441.127984559726,1607.477808219178,117.0,929126.0,1824,0,0
search:take_profit_pct,take_profit_pct,0.012,126.55529160810302,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.012,0.001,10000.0,0,0.0,wap,0,23310.50511956372,133.10505119563723,152.72041464275054,1401,99.92862241256245,0.9710307766604009,63.66506391689477,1.9990960211007225,5428.182454022013,2093.9664525339044,166.0,929942.0,1400,0,0
search:take_profit_pct,take_profit_pct,0.015,149.91501744097317,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.015,0.001,10000.0,0,0.0,wap,0,25647.807992031798,156.47807992031798,152.72041464275054,1053,99.90503323836657,1.2613325888900386,63.75374986229873,2.0674993805788637,4771.5637142589285,2785.9895536562203,261.0,929156.0,1052,0,0
search:take_profit_pct,take_profit_pct,0.02,162.74228755195017,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.02,0.001,10000.0,0,0.0,wap,0,26930.535003129495,169.30535003129498,152.72041464275054,686,99.85422740524781,1.740740315580004,63.75374986229875,2.1088583393473224,3688.6103093015226,4276.453352769679,461.0,929237.0,685,0,0
search:take_profit_pct,take_profit_pct,0.025,140.73902696491248,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.025,0.001,10000.0,0,0.0,wap,0,24732.221402552073,147.32221402552074,152.72041464275054,461,99.78308026030369,2.2118231369630355,63.88791373738828,2.0545354919202636,2594.6436882616276,6363.6594360086765,626.0,931528.0,460,0,0
search:take_profit_pct,take_profit_pct,0.03,199.16425324430472,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.03,0.001,10000.0,0,0.0,wap,0,30576.643350105907,205.76643350105908,152.72041464275054,398,99.74874371859298,2.6957068570382443,64.01453504502915,2.177467963065884,2841.8471268653543,7370.972361809046,913.0,931542.0,397,0,0
search:take_profit_pct,take_profit_pct,0.04,197.0270530435589,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.04,0.001,10000.0,0,0.0,wap,0,30354.27042390027,203.5427042390027,152.72041464275054,251,99.60159362549801,3.6341650216869326,63.437674636291966,2.1998647579899138,2084.242127033732,11687.836653386454,1502.0,934258.0,250,0,0
search:take_profit_pct,take_profit_pct,0.05,249.1452021727138,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.05,0.001,10000.0,0,0.0,wap,0,35570.56463479703,255.70564634797032,152.72041464275054,191,99.47643979057592,4.581586862999486,63.73629450171007,2.332881086486365,2004.7398149637143,15359.40837696335,2030.0,931661.0,190,0,0
search:initial_pct,initial_pct,0.03,186.13283216677993,0.03,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.05,0.001,10000.0,0,0.0,wap,0,29261.146826699318,192.61146826699317,152.72041464275054,193,99.48186528497409,4.589055816397221,63.19090733475497,2.2770740991226432,1542.660011022559,15200.243523316061,1821.0,934258.0,192,0,0
search:initial_pct,initial_pct,0.05,249.1452021727138,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.05,0.001,10000.0,0,0.0,wap,0,35570.56463479703,255.70564634797032,152.72041464275054,191,99.47643979057592,4.581586862999486,63.73629450171007,2.332881086486365,2004.7398149637143,15359.40837696335,2030.0,931661.0,190,0,0
search:initial_pct,initial_pct,0.08,164.11888142022102,0.08,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.05,0.001,10000.0,0,0.0,wap,0,27073.297291918654,170.73297291918652,152.72041464275054,145,99.3103448275862,4.502243976058295,64.09394332643674,2.0760976442356887,1479.0033986368594,20232.048275862067,2482.0,931667.0,144,0,0
search:initial_pct,initial_pct,0.1,188.8246401720641,0.1,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.05,0.001,10000.0,0,0.0,wap,0,29643.58781493344,196.43587814933437,152.72041464275054,139,99.28057553956835,4.4862333978359,70.74158651513514,2.106883043273756,1676.422147813109,21105.374100719426,2036.0,1168865.0,138,0,0
search:initial_pct,initial_pct,0.15,207.69036790956065,0.15,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.05,0.001,10000.0,0,0.0,wap,0,31433.485186028967,214.33485186028966,152.72041464275054,120,99.16666666666667,4.445164066428611,64.29655967152674,2.1810163116641634,1774.1449440230742,24447.058333333334,2751.5,934804.0,119,0,0
search:initial_pct,initial_pct,0.2,189.64293111285622,0.2,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.05,0.001,10000.0,0,0.0,wap,0,29645.746335991695,196.45746335991694,152.72041464275054,109,99.08256880733946,4.330184858893257,65.43021498040483,1.7988650020635664,1976.1698750248256,26914.19266055046,2670.0,934611.0,108,0,0
search:initial_pct,initial_pct,0.25,215.42925037580608,0.25,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.05,0.001,10000.0,0,0.0,wap,0,32228.883562193987,222.28883562193985,152.72041464275054,102,99.01960784313727,4.285096953121257,65.73056830755841,1.7865408505237248,2252.4626312369674,28761.245098039217,2694.5,940421.0,101,0,0
search:initial_pct,initial_pct,0.3,199.0877449347727,0.3,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.05,0.001,10000.0,0,0.0,wap,0,30607.123497050845,206.07123497050844,152.72041464275054,92,98.91304347826086,4.207427490818432,66.55660023823822,1.7059321558316474,2220.5485084801776,31887.467391304348,2816.5,984224.0,91,0,0
search:dca_depths,dca_depths,"[0.02, 0.06, 0.15, 0.3]",203.3402716528832,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.02, 0.06, 0.15, 0.3]",0.05,0.001,10000.0,0,0.0,wap,0,31171.834767070904,211.71834767070905,152.72041464275054,142,99.29577464788733,4.432962816954361,75.85384011883912,1.7997596613174982,2126.8272618233736,20659.485915492958,2110.0,1180144.0,141,0,0
search:dca_depths,dca_depths,"[0.03, 0.1, 0.25, 0.5]",249.1452021727138,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.05,0.001,10000.0,0,0.0,wap,0,35570.56463479703,255.70564634797032,152.72041464275054,191,99.47643979057592,4.581586862999486,63.73629450171007,2.332881086486365,2004.7398149637143,15359.40837696335,2030.0,931661.0,190,0,0
search:dca_depths,dca_depths,"[0.04, 0.12, 0.28, 0.55]",205.55602026737213,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.04, 0.12, 0.28, 0.55]",0.05,0.001,10000.0,0,0.0,wap,0,31176.570612514115,211.76570612514115,152.72041464275054,189,99.47089947089947,4.599314659037457,61.39790571846018,2.493002429951556,1589.0987461038699,15521.9417989418,2290.0,911590.0,188,0,0
