phase,sl,ref,tp,hold_h,score,seconds,param_initial_pct,param_dca_level_weights,param_sub_order_weights,param_dca_depths,param_take_profit_pct,param_fee_rate,param_capital,param_reentry_delay_bars,param_stop_loss_pct,param_stop_loss_ref,param_max_hold_bars,equity_final,total_return_pct,buy_hold_return_pct,num_cycles,win_rate,avg_pnl_pct,max_drawdown_pct,profit_factor,total_fees,avg_hold_bars,median_hold_bars,max_hold_bars_seen,tp_exits,sl_exits,time_exits
refine,0.0,wap,0.025,48.0,-76.85280841127937,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.025,0.001,10000.0,0,0.0,wap,2880,5504.85823088214,-44.951417691178605,152.72041464275054,2194,78.8514129443938,1.022420808538242,79.64204991632606,0.971303399652821,22153.193194017178,1337.1226071103008,908.5,2880.0,1600,0,593
refine,0.0,wap,0.025,72.0,-84.35757611267155,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.025,0.001,10000.0,0,0.0,wap,4320,4824.091137934918,-51.759088620650815,152.72041464275054,1811,82.21976808393153,1.0946361144645786,81.36122669066293,0.9625072195505489,17442.66508536668,1619.9044726670347,874.0,4320.0,1444,0,366
refine,0.4,wap,0.012,6.0,-299.28974679097,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.4,wap,360,71.02532090299957,-99.28974679097,152.72041464275054,13483,70.54068085737596,0.3634876765310173,99.4077610960432,0.8356436855311666,17179.663098096345,217.58117629607653,249.0,360.0,7856,0,5626
refine,0.4,wap,0.012,12.0,-298.2014073860492,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.4,wap,720,179.85926139507995,-98.2014073860492,152.72041464275054,9165,80.20731042007637,0.47375483273677027,98.75271549209516,0.8582639663264107,17357.432937385638,320.0924168030551,212.0,720.0,6823,0,2341
refine,0.4,wap,0.012,24.0,-295.39407181458614,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.4,wap,1440,460.59281854138305,-95.39407181458617,152.72041464275054,6721,87.08525517036155,0.5427495426445436,97.50912273421696,0.8890013144935491,20220.68846769191,436.4896592768933,184.0,1440.0,5713,0,1007
refine,0.4,wap,0.012,48.0,-120.1780127245009,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.4,wap,2880,1721.195571945561,-82.7880442805444,152.72041464275054,5012,92.0391061452514,0.603287077763894,93.4261440581488,0.9274484672209107,25670.875323505745,585.3246209098164,166.5,2880.0,4582,1,428
refine,0.4,wap,0.012,72.0,-122.09531976932556,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.4,wap,4320,1522.268280005796,-84.77731719994203,152.72041464275054,4224,93.48958333333334,0.6130066235354458,93.2371298649045,0.9024106191309341,18537.72598706802,694.5187026515151,169.0,4320.0,3940,0,283
refine,0.4,wap,0.015,0.0,27.41943180365412,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.015,0.001,10000.0,0,0.4,wap,0,15686.222653740007,56.862226537400076,152.72041464275054,1352,99.18639053254438,0.9766158778827192,73.42616539698817,1.043092276794431,21917.768946600663,2169.85724852071,153.0,295417.0,1341,10,0
refine,0.4,wap,0.015,6.0,-298.7069015981973,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.015,0.001,10000.0,0,0.4,wap,360,129.30984018026837,-98.70690159819732,152.72041464275054,11615,66.66379681446406,0.3993696193579835,98.93453304050092,0.8461899735940932,16435.582944097816,252.57399913904433,360.0,360.0,5466,0,6148
refine,0.4,wap,0.015,12.0,-296.0845222065159,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.015,0.001,10000.0,0,0.4,wap,720,391.54777934841127,-96.08452220651589,152.72041464275054,7509,75.80237048874685,0.5466560525884165,97.70770973049027,0.8899012353283885,19935.280780200097,390.68411239845517,361.0,720.0,4890,0,2618
refine,0.4,wap,0.015,24.0,-293.0332126687081,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.015,0.001,10000.0,0,0.4,wap,1440,696.6787331291962,-93.03321266870805,152.72041464275054,5279,83.17863231672665,0.6465152365175906,95.55465510329397,0.8890831229759987,16560.19641264631,555.7202121613942,310.0,1440.0,4184,0,1094
refine,0.4,wap,0.015,48.0,-109.84492620805104,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.015,0.001,10000.0,0,0.4,wap,2880,2549.398536389918,-74.50601463610083,152.72041464275054,3871,89.1500904159132,0.7358356177316342,88.28412455546751,0.9411467949361932,23688.277279865964,757.8524928958925,284.0,2880.0,3404,1,465
refine,0.4,wap,0.015,72.0,-112.61934787593673,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.015,0.001,10000.0,0,0.4,wap,4320,2309.680385905654,-76.90319614094346,152.72041464275054,3200,90.875,0.7498841764252691,89.21398228019152,0.922420477007589,17580.95197391445,916.7646875,280.5,4320.0,2894,0,305
refine,0.4,wap,0.02,0.0,50.52653519623582,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.02,0.001,10000.0,0,0.4,wap,0,18048.808351207328,80.48808351207329,152.72041464275054,874,98.74141876430205,1.2932994416357495,74.62415616335416,1.0536697032834375,18383.581615722425,3356.575514874142,268.0,298224.0,863,10,0
refine,0.4,wap,0.02,6.0,-296.31791360239066,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.02,0.001,10000.0,0,0.4,wap,360,368.20863976093403,-96.31791360239066,152.72041464275054,10041,62.71287720346579,0.42847551695283603,96.93894024438025,0.8716791935767216,18242.356039944752,292.16681605417784,360.0,360.0,3300,0,6740
refine,0.4,wap,0.02,12.0,-292.89266496965195,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.02,0.001,10000.0,0,0.4,wap,720,710.733503034804,-92.89266496965196,152.72041464275054,6096,70.45603674540682,0.6189404951607216,96.0968181471831,0.9072258453111844,20331.39518505109,481.2413057742782,676.0,720.0,3125,0,2970
refine,0.4,wap,0.02,24.0,-123.68957993800203,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.02,0.001,10000.0,0,0.4,wap,1440,1353.2943497914828,-86.46705650208517,152.72041464275054,4045,77.45364647713227,0.7765551616200158,92.99587086832528,0.9187853901351579,18224.13836703444,725.2526576019777,587.0,1440.0,2796,0,1248
refine,0.4,wap,0.02,48.0,-97.46784677117418,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.02,0.001,10000.0,0,0.4,wap,2880,3712.526335646775,-62.874736643532245,152.72041464275054,2812,84.17496443812233,0.9059312323312401,86.39583698932768,0.9587701640773649,23489.445040001203,1043.2599573257469,542.0,2880.0,2288,1,522
refine,0.4,wap,0.02,72.0,-96.55816026254764,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.02,0.001,10000.0,0,0.4,wap,4320,3748.6952000682786,-62.51304799931721,152.72041464275054,2356,87.09677419354838,0.9578498273222198,85.0090155547937,0.9490071516337579,17595.766875301655,1245.1812393887947,486.0,4320.0,2018,1,336
refine,0.4,wap,0.025,0.0,9.473074893638332,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.025,0.001,10000.0,0,0.4,wap,0,13986.458478846804,39.864584788468036,152.72041464275054,600,98.16666666666667,1.553538430816065,75.57132376485204,1.0319186686424766,11881.335473051131,4889.411666666667,475.0,301012.0,589,10,0
refine,0.4,wap,0.025,6.0,-294.24362683714605,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.025,0.001,10000.0,0,0.4,wap,360,575.6373162853971,-94.24362683714604,152.72041464275054,9242,60.87426963860636,0.4336109392245842,96.35820367496329,0.9026691737458622,23613.763410651518,317.42555723869293,360.0,360.0,2057,0,7184
refine,0.4,wap,0.025,12.0,-119.8540316981665,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.025,0.001,10000.0,0,0.4,wap,720,1656.959039904592,-83.43040960095408,152.72041464275054,5308,66.74830444611906,0.6561044566002183,91.01299823788156,0.9258843916884274,22618.19943637347,552.6840617935192,720.0,720.0,2073,0,3234
refine,0.4,wap,0.025,24.0,-114.1323564049114,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.025,0.001,10000.0,0,0.4,wap,1440,2172.890886420981,-78.27109113579019,152.72041464275054,3341,72.82250823106854,0.8538518587321245,89.579990295421,0.9386983386088548,20444.061761898716,878.0745285842562,970.0,1440.0,1955,0,1385
refine,0.4,wap,0.025,48.0,-84.56397937768058,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.025,0.001,10000.0,0,0.4,wap,2880,4833.055000267139,-51.66944999732861,152.72041464275054,2226,79.15543575920935,1.0288858270461478,82.12649839098177,0.9645851446806625,20164.460137136102,1317.9007187780774,884.0,2880.0,1632,1,592
refine,0.4,wap,0.025,72.0,-84.35757611267155,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.025,0.001,10000.0,0,0.4,wap,4320,4824.091137934918,-51.759088620650815,152.72041464275054,1811,82.21976808393153,1.0946361144645786,81.36122669066293,0.9625072195505489,17442.66508536668,1619.9044726670347,874.0,4320.0,1444,0,366
refine,0.4,p0,0.012,6.0,-299.28974679097,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.4,p0,360,71.02532090299957,-99.28974679097,152.72041464275054,13483,70.54068085737596,0.3634876765310173,99.4077610960432,0.8356436855311666,17179.663098096345,217.58117629607653,249.0,360.0,7856,0,5626
refine,0.4,p0,0.012,12.0,-298.2014073860492,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.4,p0,720,179.85926139507995,-98.2014073860492,152.72041464275054,9165,80.20731042007637,0.47375483273677027,98.75271549209516,0.8582639663264107,17357.432937385638,320.0924168030551,212.0,720.0,6823,0,2341
refine,0.4,p0,0.012,24.0,-295.39407181458614,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.4,p0,1440,460.59281854138305,-95.39407181458617,152.72041464275054,6721,87.08525517036155,0.5427495426445436,97.50912273421696,0.8890013144935491,20220.68846769191,436.4896592768933,184.0,1440.0,5713,0,1007
refine,0.4,p0,0.012,48.0,-118.57319361641761,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.4,p0,2880,1860.4088929480627,-81.39591107051938,152.72041464275054,5013,92.04069419509275,0.6042605745413088,92.89443904311516,0.9322402241501483,27212.95588394303,585.2078595651307,166.0,2880.0,4583,1,428
refine,0.4,p0,0.012,72.0,-124.16807925014218,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.4,p0,4320,1346.2554592006113,-86.53744540799389,152.72041464275054,4252,93.53245531514581,0.612402238247599,94.01908917184925,0.8942615669990398,17211.251469810875,689.945202257761,167.0,4320.0,3968,1,282
refine,0.4,p0,0.015,0.0,21.46175906334943,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.015,0.001,10000.0,0,0.4,p0,0,15063.06615219576,50.630661521957606,152.72041464275054,1293,99.07192575406032,0.968121898182374,72.73318376961917,1.0470595561789529,18005.352502096637,2268.8685228151585,159.0,295417.0,1281,11,0
refine,0.4,p0,0.015,6.0,-298.7069015981973,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.015,0.001,10000.0,0,0.4,p0,360,129.30984018026837,-98.70690159819732,152.72041464275054,11615,66.66379681446406,0.3993696193579835,98.93453304050092,0.8461899735940932,16435.582944097816,252.57399913904433,360.0,360.0,5466,0,6148
refine,0.4,p0,0.015,12.0,-296.0845222065159,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.015,0.001,10000.0,0,0.4,p0,720,391.54777934841127,-96.08452220651589,152.72041464275054,7509,75.80237048874685,0.5466560525884165,97.70770973049027,0.8899012353283885,19935.280780200097,390.68411239845517,361.0,720.0,4890,0,2618
refine,0.4,p0,0.015,24.0,-293.0332126687081,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.015,0.001,10000.0,0,0.4,p0,1440,696.6787331291962,-93.03321266870805,152.72041464275054,5279,83.17863231672665,0.6465152365175906,95.55465510329397,0.8890831229759987,16560.19641264631,555.7202121613942,310.0,1440.0,4184,0,1094
refine,0.4,p0,0.015,48.0,-107.34981263148605,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.015,0.001,10000.0,0,0.4,p0,2880,2760.165651905009,-72.3983434809499,152.72041464275054,3872,89.15289256198346,0.737139076178228,87.31553481246291,0.9459656078371617,25248.40693127908,757.6567665289256,284.0,2880.0,3405,1,465
refine,0.4,p0,0.015,72.0,-116.04308440970726,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.015,0.001,10000.0,0,0.4,p0,4320,2021.177296212489,-79.78822703787512,152.72041464275054,3222,90.9373060211049,0.7492488115076519,90.56126801575869,0.9133725272930157,16070.729744642886,910.5049658597145,275.0,4320.0,2916,1,304
refine,0.4,p0,0.02,0.0,-24.25791149547584,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.02,0.001,10000.0,0,0.4,p0,0,10819.763841508491,8.197638415084917,152.72041464275054,909,98.45984598459846,1.23847478975567,80.86993024028162,1.0080845534000675,11970.51516513529,3227.3344334433446,260.0,298224.0,895,13,0
refine,0.4,p0,0.02,6.0,-296.31791360239066,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.02,0.001,10000.0,0,0.4,p0,360,368.20863976093403,-96.31791360239066,152.72041464275054,10041,62.71287720346579,0.42847551695283603,96.93894024438025,0.8716791935767216,18242.356039944752,292.16681605417784,360.0,360.0,3300,0,6740
refine,0.4,p0,0.02,12.0,-292.89266496965195,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.02,0.001,10000.0,0,0.4,p0,720,710.733503034804,-92.89266496965196,152.72041464275054,6096,70.45603674540682,0.6189404951607216,96.0968181471831,0.9072258453111844,20331.39518505109,481.2413057742782,676.0,720.0,3125,0,2970
refine,0.4,p0,0.02,24.0,-123.68957993800203,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.02,0.001,10000.0,0,0.4,p0,1440,1353.2943497914828,-86.46705650208517,152.72041464275054,4045,77.45364647713227,0.7765551616200158,92.99587086832528,0.9187853901351579,18224.13836703444,725.2526576019777,587.0,1440.0,2796,0,1248
refine,0.4,p0,0.02,48.0,-92.8241067348831,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.02,0.001,10000.0,0,0.4,p0,2880,4117.532526474926,-58.82467473525074,152.72041464275054,2815,84.19182948490231,0.9084734126246503,84.91173432116499,0.9643604802662318,25636.79555820775,1042.148134991119,542.0,2880.0,2291,1,522
refine,0.4,p0,0.02,72.0,-97.64451947901252,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.02,0.001,10000.0,0,0.4,p0,4320,3655.011647081794,-63.44988352918206,152.72041464275054,2375,87.2,0.9604928915111687,85.38365489212003,0.9481546315802839,17461.248667972526,1235.2197894736842,480.0,4320.0,2037,2,335
refine,0.4,p0,0.025,0.0,7.474456177301867,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.025,0.001,10000.0,0,0.4,p0,0,13765.37872386798,37.653787238679804,152.72041464275054,625,97.92,1.5335987818639267,75.0571747201115,1.0340261043433243,10617.259013271823,4693.8352,454.0,301012.0,612,12,0
refine,0.4,p0,0.025,6.0,-294.24362683714605,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.025,0.001,10000.0,0,0.4,p0,360,575.6373162853971,-94.24362683714604,152.72041464275054,9242,60.87426963860636,0.4336109392245842,96.35820367496329,0.9026691737458622,23613.763410651518,317.42555723869293,360.0,360.0,2057,0,7184
refine,0.4,p0,0.025,12.0,-119.8540316981665,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.025,0.001,10000.0,0,0.4,p0,720,1656.959039904592,-83.43040960095408,152.72041464275054,5308,66.74830444611906,0.6561044566002183,91.01299823788156,0.9258843916884274,22618.19943637347,552.6840617935192,720.0,720.0,2073,0,3234
refine,0.4,p0,0.025,24.0,-114.1323564049114,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.025,0.001,10000.0,0,0.4,p0,1440,2172.890886420981,-78.27109113579019,152.72041464275054,3341,72.82250823106854,0.8538518587321245,89.579990295421,0.9386983386088548,20444.061761898716,878.0745285842562,970.0,1440.0,1955,0,1385
refine,0.4,p0,0.025,48.0,-78.44723402866312,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.025,0.001,10000.0,0,0.4,p0,2880,5365.902916694482,-46.34097083305518,152.72041464275054,2228,79.17414721723519,1.0320358084504788,80.15593151535141,0.9706508575870629,22044.557792148076,1316.717684021544,880.5,2880.0,1634,1,592
refine,0.4,p0,0.025,72.0,-84.35757611267155,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.025,0.001,10000.0,0,0.4,p0,4320,4824.091137934918,-51.759088620650815,152.72041464275054,1811,82.21976808393153,1.0946361144645786,81.36122669066293,0.9625072195505489,17442.66508536668,1619.9044726670347,874.0,4320.0,1444,0,366
best:crash_2022,,,,,-103.60291368300277,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.02,0.001,10000.0,0,0.0,p0,0,2990.500733989302,-70.09499266010698,-72.02787586383712,14,92.85714285714286,-3.5375854997016196,80.12693946200137,0.12758571146486603,129.24905144630875,43714.357142857145,1061.5,568631.0,13,0,0
best:crash_2025_26,,,,,-69.73246687825176,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.02,0.001,10000.0,0,0.0,p0,0,5735.701356166991,-42.64298643833009,-48.161876864513175,39,97.43589743589743,0.2972619178410658,65.85600665535974,0.43128184054093105,382.4821738848599,22412.333333333332,508.0,426873.0,38,0,0
best:full,,,,,51.01732753058655,,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.02,0.001,10000.0,0,0.0,p0,0,18351.05840092031,83.51058400920309,152.72041464275054,221,99.5475113122172,1.52572689877581,80.12693946200137,1.330120011215304,3844.3658126864284,13274.420814479638,221.0,1944791.0,220,0,0
