entry_time,exit_time,p0,avg_entry,exit_price,qty,cost_quote,proceeds,pnl,pnl_pct,fills,hold_bars,max_dd_from_p0,reason
2021-01-03 15:59:00+00:00,2021-01-03 16:00:00+00:00,918.23,918.2299999999999,929.24876,0.5807695261203055,533.8138157852334,539.1396826310884,5.325866845854989,0.009977011999999862,1,2,0.002439475948291832,take_profit
2021-01-03 16:01:00+00:00,2021-01-03 16:02:00+00:00,929.98,929.98,941.13976,0.5737177455626987,534.0801091275262,539.4086327852527,5.328523657726578,0.009977011999999888,1,2,0.0066453042000903925,take_profit
2021-01-03 16:03:00+00:00,2021-01-03 16:05:00+00:00,944.11,935.5360673922627,946.7625002009698,3.782833422152817,3542.519622983845,3577.8633837725906,35.34376078874584,0.009977012000000153,3,3,0.013345902490175957,take_profit
2021-01-03 16:06:00+00:00,2021-01-03 16:09:00+00:00,948.76,948.76,960.14512,0.5645027294853281,536.1137233498498,541.4625364010759,5.348813051226102,0.009977011999999945,1,4,0.0026139381930098426,take_profit
2021-01-03 16:10:00+00:00,2021-01-03 16:24:00+00:00,964.96,951.9065342693264,963.3294126805583,6.267147422038503,5971.710292560175,6031.290117809572,59.57982524939689,0.009977012000000087,4,15,0.024063173603050932,take_profit
2021-01-03 16:25:00+00:00,2021-01-03 17:10:00+00:00,970.01,951.0099782763027,921.5095,7.902706014834645,7523.075350842744,7275.1362497088885,-247.93910113385573,-0.032957147120170914,6,46,0.054648921145142824,stop_loss
2021-01-03 17:11:00+00:00,2021-01-03 17:16:00+00:00,923.79,923.7899999999998,934.8754799999998,0.5698657021703849,526.963200208188,532.2207183802235,5.257518172035475,0.009977011999999962,1,6,0.0062676582340141845,take_profit
2021-01-03 17:17:00+00:00,2021-01-03 17:20:00+00:00,935.32,935.3200000000002,946.5438400000002,0.5631215520256948,527.2260761167897,532.4862170049198,5.260140888130081,0.009977011999999919,1,4,0.00019244750459742512,take_profit
2021-01-03 17:21:00+00:00,2021-01-03 18:35:00+00:00,949.39,930.7938714814682,901.9205,7.896633838903697,7357.495878463203,7115.013804360641,-242.48207410256146,-0.03295714712017072,6,75,0.05932230168845252,stop_loss
2021-01-03 18:36:00+00:00,2021-01-03 18:39:00+00:00,894.88,894.88,905.61856,0.5753281048594361,515.3649794560682,520.5067820404812,5.1418025844129716,0.009977012000000049,1,4,0.006648936170212817,take_profit
2021-01-03 18:40:00+00:00,2021-01-03 18:45:00+00:00,908.0,908.0000000000001,918.8960000000001,0.5672978496868982,515.622069585289,520.7664371610063,5.144367575717297,0.009977012000000066,1,6,0.0002202643171806668,take_profit
2021-01-03 18:46:00+00:00,2021-01-03 19:04:00+00:00,916.57,912.329913566157,923.2778725289509,1.8369291962918495,1677.5630178979911,1694.3000842583158,16.73706636032466,0.009977012000000113,2,19,0.008139040116957827,take_profit
2021-01-03 19:05:00+00:00,2021-01-03 20:00:00+00:00,923.6,911.1060303547813,922.0393027190387,6.30774034535783,5752.773039607277,5810.168525256716,57.39548564943925,0.00997701200000017,4,56,0.026223473365093144,take_profit
2021-01-03 20:01:00+00:00,2021-01-03 20:02:00+00:00,922.68,922.68,933.75216,0.5625637595363487,519.5859155645628,524.7698304791815,5.18391491461864,0.00997701200000002,1,2,0.0,take_profit
2021-01-03 20:03:00+00:00,2021-01-03 20:16:00+00:00,936.82,936.82,948.0618400000001,0.5543490384481368,519.8451113102938,525.031612223978,5.186500913684199,0.00997701200000012,1,14,0.0050276467197541,take_profit
2021-01-03 20:17:00+00:00,2021-01-03 20:24:00+00:00,947.28,947.28,958.6473599999999,0.548501321594061,520.104436355978,525.2935245587548,5.189088202776816,0.009977011999999974,1,8,0.0020374123807110358,take_profit
2021-01-03 20:25:00+00:00,2021-01-03 21:30:00+00:00,958.42,945.4550039114655,956.800463958403,6.121487793638952,5793.384650529433,5851.185318708382,57.8006681789484,0.009977012000000075,4,66,0.022923144341729006,take_profit
2021-01-03 21:31:00+00:00,2021-01-03 22:16:00+00:00,953.46,949.0492590732711,960.4378501821503,1.7911006007580452,1701.5442423174309,1718.5205696415628,16.976327324131944,0.009977012000000016,2,46,0.008715625196652255,take_profit
2021-01-03 22:17:00+00:00,2021-01-03 22:25:00+00:00,961.75,961.75,973.291,0.5444020148694876,524.1027405412709,529.331719872884,5.228979331613118,0.009977011999999947,1,9,0.00013517026254223597,take_profit
2021-01-03 22:26:00+00:00,2021-01-03 22:31:00+00:00,974.42,974.4199999999998,986.1130399999998,0.5375914136802854,524.3641895078515,529.5957773189416,5.231587811090094,0.009977011999999973,1,6,0.0018062026641489203,take_profit
2021-01-03 22:32:00+00:00,2021-01-03 22:35:00+00:00,985.3,985.3,997.1236,0.5319203726068281,524.6257688984061,529.8599664902148,5.234197591808652,0.009977012000000052,1,4,0.0,take_profit
2021-01-03 22:36:00+00:00,2021-01-03 22:44:00+00:00,991.94,978.5215631768318,990.2638219349539,5.966044833505263,5843.747263728359,5902.050400303545,58.30313657518582,0.00997701200000014,4,9,0.02276347359719342,take_profit
2021-01-03 22:45:00+00:00,2021-01-03 23:38:00+00:00,990.99,986.4056439169138,998.2425116439168,1.7382500319275656,1716.3359780101166,1733.459882658755,17.123904648638472,0.009977011999999886,2,54,0.011725648089284457,take_profit
2021-01-03 23:39:00+00:00,2021-01-03 23:41:00+00:00,998.68,994.0600696948944,1005.9887905312331,1.7276632773221685,1719.1201980622468,1736.2718809077562,17.151682845509413,0.009977012,2,3,0.008951816397644833,take_profit
2021-01-03 23:42:00+00:00,2021-01-03 23:57:00+00:00,1007.29,992.433494000002,956.9254999999999,6.534430340657129,6491.479013291269,6246.710057927545,-244.76895536372467,-0.037706192204051116,5,16,0.05191156469338519,stop_loss
2021-01-03 23:58:00+00:00,2021-01-03 23:58:00+00:00,963.54,963.54,975.10248,0.5363147240862483,517.277967213277,522.4388556994993,5.160888486222348,0.009977011999999763,1,1,0.0,take_profit
2021-01-03 23:59:00+00:00,2021-01-04 00:00:00+00:00,973.77,973.77,985.45524,0.5309451673659596,517.5360116375881,522.6994746361285,5.1634629985403535,0.009977011999999995,1,2,0.0010474752765026463,take_profit
2021-01-04 00:01:00+00:00,2021-01-04 00:05:00+00:00,985.04,980.4831688351212,992.2489668611427,1.715589050548593,1683.7899786794007,1700.5891715021648,16.7991928227641,0.009977011999999985,2,5,0.008547876228376472,take_profit
2021-01-04 00:06:00+00:00,2021-01-04 03:21:00+00:00,994.08,979.4183281036462,991.1713480408899,6.485188386372069,6358.07043725497,6421.504982304308,63.43454504933834,0.00997701200000004,5,196,0.040097376468694684,take_profit
2021-01-04 03:22:00+00:00,2021-01-04 03:41:00+00:00,991.73,991.73,1003.63076,0.5256310344644601,521.8058716811202,527.0119351245531,5.206063443432981,0.009977011999999973,1,20,0.0031056840067357457,take_profit
2021-01-04 03:42:00+00:00,2021-01-04 03:56:00+00:00,1004.09,1004.09,1016.13908,0.5194196821783291,522.0661748532918,527.2748353445971,5.208660491305295,0.009977011999999816,1,15,0.004073340039239542,take_profit
2021-01-04 03:57:00+00:00,2021-01-04 04:14:00+00:00,1018.25,1018.2500000000001,1030.469,0.5124520316916074,522.3266078778571,527.5378667125738,5.211258834716659,0.009977011999999971,1,18,0.0023668057942548178,take_profit
2021-01-04 04:15:00+00:00,2021-01-04 05:15:00+00:00,1031.05,1021.6865219993352,1033.9467602633272,3.3876289427457227,3464.5593917298925,3499.125342355894,34.56595062600172,0.009977011999999967,3,61,0.016779011687115035,take_profit
2021-01-04 05:16:00+00:00,2021-01-04 05:19:00+00:00,1035.2,1035.2,1047.6224,0.505980634546505,524.3154683508928,529.5465700704153,5.231101719522485,0.009977012000000013,1,4,0.00018353941267393214,take_profit
2021-01-04 05:20:00+00:00,2021-01-04 05:28:00+00:00,1046.4,1046.4,1058.9568000000002,0.5008146468018273,524.577023436869,529.810734694623,5.233711257753953,0.009977012000000056,1,9,0.006106651376146884,take_profit
2021-01-04 05:29:00+00:00,2021-01-04 05:46:00+00:00,1060.31,1055.4049670547058,1068.0698266593622,1.6154851296698822,1706.697727784394,1723.725471494871,17.027743710477125,0.009977011999999704,2,18,0.007837330591996629,take_profit
2021-01-04 05:47:00+00:00,2021-01-04 05:54:00+00:00,1073.69,1073.69,1086.57428,0.4891210741360125,525.6900961852806,530.9349125832023,5.2448163979216815,0.009977011999999967,1,8,0.004405368402425298,take_profit
2021-01-04 05:55:00+00:00,2021-01-04 06:20:00+00:00,1087.96,1082.9270571406832,1095.9221818263713,1.5777690202942736,1710.319081076093,1727.3829550718178,17.06387399572486,0.00997701199999983,2,26,0.008612448987095222,take_profit
2021-01-04 06:21:00+00:00,2021-01-04 06:22:00+00:00,1097.0,1097.0,1110.164,0.479743596330226,526.805530704963,532.0614758064727,5.255945101509724,0.009977011999999886,1,2,0.0023336371923427033,take_profit
2021-01-04 06:23:00+00:00,2021-01-04 06:24:00+00:00,1109.77,1109.77,1123.08724,0.4744598066555038,527.0683279600385,532.3268949929158,5.258567032877295,0.009977012000000106,1,2,0.005965199996395551,take_profit
2021-01-04 06:25:00+00:00,2021-01-04 06:27:00+00:00,1123.2,1118.0040356083086,1131.4200840356084,1.5322738243266139,1714.8031223765074,1731.9117337060954,17.10861132958803,0.009977012000000085,2,3,0.007300569800569841,take_profit
2021-01-04 06:28:00+00:00,2021-01-04 06:36:00+00:00,1134.18,1118.8374160976457,1132.2634650908174,5.250627020757043,5880.478447243533,5939.148051277422,58.6696040338893,0.009977011999999865,4,9,0.021319367296196427,take_profit
2021-01-04 06:37:00+00:00,2021-01-04 06:38:00+00:00,1145.65,1140.3501810849882,1154.0343832580081,1.5130413476446232,1727.124098874495,1744.3556367344554,17.231537859960326,0.009977012000000176,2,2,0.0092960328197967,take_profit
2021-01-04 06:39:00+00:00,2021-01-04 06:57:00+00:00,1159.27,1134.3430464730188,1101.3065,6.798584055903859,7719.646195872749,7479.83748675172,-239.8087091210291,-0.031064727972797645,7,19,0.06751662684275447,stop_loss
2021-01-04 06:58:00+00:00,2021-01-04 06:59:00+00:00,1091.91,1086.858784295823,1099.9010897073729,1.5542440188696163,1690.9346995472324,1707.8051753358318,16.87047578859938,0.009977012000000146,2,2,0.009222371807200376,take_profit
