mode,entry_time,exit_time,p0,avg_entry,exit_price,budget,spent,pnl,pnl_pct,fills,hold_bars,reason
normal,2025-07-29 07:35:00+00:00,2025-07-29 16:19:00+00:00,3854.99,3796.2845685279185,3739.3403,63.77899012020848,31.88949506010424,-0.5411333200173338,-0.01696901499999997,2,525,stop_loss
recovery,2025-07-29 16:20:00+00:00,2025-07-29 17:25:00+00:00,3744.53,3744.53,3781.9753,63.23785680019115,31.618928400095577,0.25235098375044274,0.007981009999999872,1,66,take_profit
normal,2025-07-29 17:26:00+00:00,2025-07-30 02:41:00+00:00,3781.82,3781.82,3819.6382000000003,63.4902077839416,15.8725519459854,0.12667899580642938,0.007981010000000028,1,556,take_profit
normal,2025-07-30 02:42:00+00:00,2025-07-30 19:05:00+00:00,3819.8,3761.6304568527926,3705.206,63.61688677974803,31.808443389874014,-0.5397579530094276,-0.016969015000000146,2,984,stop_loss
recovery,2025-07-30 19:06:00+00:00,2025-07-30 19:41:00+00:00,3691.54,3691.54,3728.4554,63.0771288267386,31.5385644133693,0.25170959796874115,0.007981009999999893,1,36,take_profit
normal,2025-07-30 19:42:00+00:00,2025-07-30 19:50:00+00:00,3730.64,3730.6400000000003,3767.9464000000003,63.32883842470734,15.832209606176836,0.12635702318899433,0.00798101000000006,1,9,take_profit
normal,2025-07-30 19:51:00+00:00,2025-07-30 23:34:00+00:00,3768.56,3768.5600000000004,3806.2456000000006,63.455195447896344,15.863798861974086,0.12660913735540724,0.007981010000000217,1,224,take_profit
normal,2025-07-30 23:35:00+00:00,2025-07-31 00:40:00+00:00,3803.1,3803.0999999999995,3841.1309999999994,63.581804585251746,15.895451146312936,0.12686175455323578,0.007981010000000049,1,66,take_profit
normal,2025-07-31 00:41:00+00:00,2025-07-31 20:06:00+00:00,3841.5,3782.9999999999995,3726.255,63.70866633980498,31.85433316990249,-0.5405366573750712,-0.016969014999999945,2,1166,stop_loss
recovery,2025-07-31 20:07:00+00:00,2025-08-04 16:41:00+00:00,3726.38,3650.1293329790064,3686.6306263087968,63.16812968242991,63.16812968242991,0.5041454746767755,0.007981010000000089,3,5555,take_profit
normal,2025-08-04 16:42:00+00:00,2025-08-04 21:17:00+00:00,3692.36,3692.3600000000006,3729.2836000000007,63.67227515710668,15.91806878927667,0.12704226618790315,0.007981009999999884,1,276,take_profit
normal,2025-08-04 21:18:00+00:00,2025-08-05 07:37:00+00:00,3721.61,3664.9357360406093,3609.9617,63.79931742329458,31.89965871164729,-0.5413057871728277,-0.016969015000000132,2,620,stop_loss
recovery,2025-08-05 07:38:00+00:00,2025-08-05 09:20:00+00:00,3609.46,3609.46,3645.5546,63.25801163612175,31.629005818060875,0.2524314117240003,0.007981009999999945,1,103,take_profit
normal,2025-08-05 09:21:00+00:00,2025-08-05 10:32:00+00:00,3645.77,3645.77,3682.2277,63.510443047845754,15.877610761961439,0.12671937026732039,0.007981009999999907,1,72,take_profit
normal,2025-08-05 10:33:00+00:00,2025-08-05 14:22:00+00:00,3682.78,3626.6970558375638,3572.2966,63.63716241811308,31.81858120905654,-0.5399299818151988,-0.016969015000000007,2,230,stop_loss
recovery,2025-08-05 14:23:00+00:00,2025-08-05 23:15:00+00:00,3578.48,3578.48,3614.2648,63.09723243629789,31.548616218148943,0.2517898215232073,0.007981009999999948,1,533,take_profit
normal,2025-08-05 23:16:00+00:00,2025-08-06 05:36:00+00:00,3613.53,3613.53,3649.6653,63.34902225782109,15.837255564455273,0.1263972950324721,0.007981009999999933,1,381,take_profit
