stage,param,value,score,param_normal_initial_pct,param_normal_dca_pct,param_normal_dca_drop,param_normal_sl_pct,param_normal_tp_pct,param_recovery_initial_pct,param_recovery_dca1_pct,param_recovery_dca1_drop,param_recovery_dca2_pct,param_recovery_dca2_drop,param_recovery_sl_pct,param_recovery_tp_pct,param_sl_ref,param_fee_rate,param_capital,param_min_equity_frac_of_peak,equity_final,total_return_pct,buy_hold_return_pct,num_cycles,win_rate,avg_pnl_pct,max_drawdown_pct,profit_factor,total_fees,avg_hold_bars,median_hold_bars,max_hold_bars_seen,normal_cycles,recovery_cycles,normal_wins,recovery_wins,tp_exits,sl_exits
search:recovery_tp_pct,recovery_tp_pct,0.015,-71.83957920214212,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.015,p0,0.001,10000.0,0.0,6711.792270435808,-32.88207729564192,-48.161876864513175,663,88.9894419306184,0.5162979295462482,42.758402505810864,0.8299351722179694,3038.1988132610795,1318.3725490196077,397.0,29085.0,591,72,522,68,590,72
search:recovery_tp_pct,recovery_tp_pct,0.02,-88.63219000983393,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.02,p0,0.001,10000.0,0.0,5631.522002191188,-43.684779978088116,-48.161876864513175,618,88.9967637540453,0.5200519397057425,52.178272059176635,0.7721637867408949,2539.6231058473236,1414.3705501618124,455.0,29097.0,551,67,489,61,550,67
search:recovery_tp_pct,recovery_tp_pct,0.025,-106.32898705632039,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.025,p0,0.001,10000.0,0.0,4536.979721244868,-54.63020278755132,-48.161876864513175,565,89.38053097345133,0.5300957135123909,62.14300806556173,0.698218363801174,2016.2469888204253,1547.046017699115,460.0,37114.0,506,59,454,51,505,59
search:normal_dca_drop,normal_dca_drop,0.02,-91.93778186847405,0.15,0.25,0.02,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,5153.828359437052,-48.461716405629474,-48.161876864513175,737,89.14518317503392,0.3139914444885958,55.325500441745234,0.7781118014212555,3306.5294227780823,1185.998643147897,299.0,27042.0,658,79,582,75,657,79
search:normal_dca_drop,normal_dca_drop,0.03,-108.94288382751365,0.15,0.25,0.03,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,4058.4485867939616,-59.41551413206039,-48.161876864513175,709,89.13963328631876,0.35735049159914656,66.1791023434218,0.6957188890248964,2718.7259750214575,1232.836389280677,383.0,27784.0,633,76,561,71,632,76
search:normal_dca_drop,normal_dca_drop,0.04,-95.66250668184209,0.15,0.25,0.04,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,4993.582666220086,-50.06417333779913,-48.161876864513175,719,89.01251738525731,0.4187401684251604,58.77827076782629,0.7421837389329341,2925.1823396814657,1215.6898470097358,361.0,27784.0,640,79,565,75,639,79
search:normal_dca_drop,normal_dca_drop,0.05,-47.12607079155704,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,8577.547196322776,-14.224528036772243,-48.161876864513175,682,89.00293255131965,0.5245729555535891,31.625920309178586,0.9185304851362642,3238.7901314370083,1281.6436950146629,404.0,27115.0,608,74,535,72,607,74
search:recovery_dca2_drop,recovery_dca2_drop,0.04,-98.3586292993887,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.04,0.2,0.012,p0,0.001,10000.0,0.0,4747.880596595925,-52.52119403404074,-48.161876864513175,690,89.13043478260869,0.4733100352570809,57.89396231813549,0.6806214544124051,2283.5459312949774,1266.7840579710146,335.0,37114.0,616,74,546,69,615,74
search:recovery_dca2_drop,recovery_dca2_drop,0.05,-81.93501662559191,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.05,0.2,0.012,p0,0.001,10000.0,0.0,5915.984162729683,-40.84015837270317,-48.161876864513175,674,89.16913946587538,0.4947684231612379,47.60688762348272,0.7680412681772335,2741.95965726585,1296.8560830860533,359.0,27047.0,602,72,533,68,601,72
search:recovery_dca2_drop,recovery_dca2_drop,0.06,-83.25867716244692,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.06,0.2,0.012,p0,0.001,10000.0,0.0,5765.08024654713,-42.349197534528706,-48.161876864513175,709,88.99858956276445,0.4879630711949099,48.94332220835168,0.7642127698125254,2795.038599409598,1232.836389280677,344.0,27047.0,632,77,558,73,631,77
search:recovery_dca2_drop,recovery_dca2_drop,0.08,-47.12607079155704,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,8577.547196322776,-14.224528036772243,-48.161876864513175,682,89.00293255131965,0.5245729555535891,31.625920309178586,0.9185304851362642,3238.7901314370083,1281.6436950146629,404.0,27115.0,608,74,535,72,607,74
search:sl_ref,sl_ref,p0,-47.12607079155704,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,8577.547196322776,-14.224528036772243,-48.161876864513175,682,89.00293255131965,0.5245729555535891,31.625920309178586,0.9185304851362642,3238.7901314370083,1281.6436950146629,404.0,27115.0,608,74,535,72,607,74
search:sl_ref,sl_ref,wap,-60.79031104253028,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,wap,0.001,10000.0,0.0,7767.521571825021,-22.32478428174979,-48.161876864513175,627,91.86602870813397,0.49546970747357466,39.75589137376725,0.8584339004849831,2555.1347105769937,1394.0685805422647,406.0,23083.0,577,50,527,49,576,50
search:normal_initial_pct,normal_initial_pct,0.15,-47.12607079155704,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,8577.547196322776,-14.224528036772243,-48.161876864513175,682,89.00293255131965,0.5245729555535891,31.625920309178586,0.9185304851362642,3238.7901314370083,1281.6436950146629,404.0,27115.0,608,74,535,72,607,74
search:normal_initial_pct,normal_initial_pct,0.2,-85.02078911501566,0.2,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,5755.666709890944,-42.44333290109056,-48.161876864513175,661,88.6535552193646,0.42793356500678836,49.89193713788548,0.7977200427769636,3359.181196552231,1322.3615733736763,404.0,27042.0,587,74,516,70,586,74
search:normal_initial_pct,normal_initial_pct,0.25,-93.85249590196857,0.25,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,5268.41535766801,-47.3158464233199,-48.161876864513175,649,88.13559322033898,0.35977491028599246,57.15831179756442,0.7914778022145988,3585.2944881640665,1346.8120184899847,404.0,27784.0,573,76,500,72,572,76
search:normal_initial_pct,normal_initial_pct,0.3,-99.74159294802737,0.3,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,4894.083687818878,-51.059163121811224,-48.161876864513175,628,87.89808917197452,0.30403167676768,60.24889362270829,0.7902647976620731,3816.4680631599495,1391.8487261146497,406.5,27784.0,552,76,480,72,551,76
search:recovery_initial_pct,recovery_initial_pct,0.4,-47.23236195565072,0.15,0.25,0.05,0.08,0.015,0.4,0.3,0.03,0.3,0.08,0.2,0.012,p0,0.001,10000.0,0.0,8578.317988847408,-14.21682011152592,-48.161876864513175,698,89.25501432664757,0.543629755494612,32.63734920878444,0.9179459792283229,3191.6178600176027,1252.2650429799428,397.0,26280.0,624,74,551,72,623,74
search:recovery_initial_pct,recovery_initial_pct,0.5,-47.12607079155704,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,8577.547196322776,-14.224528036772243,-48.161876864513175,682,89.00293255131965,0.5245729555535891,31.625920309178586,0.9185304851362642,3238.7901314370083,1281.6436950146629,404.0,27115.0,608,74,535,72,607,74
search:recovery_initial_pct,recovery_initial_pct,0.6,-81.07850112739263,0.15,0.25,0.05,0.08,0.015,0.6,0.2,0.03,0.2,0.08,0.2,0.012,p0,0.001,10000.0,0.0,5882.032981965762,-41.179670180342384,-48.161876864513175,706,88.81019830028329,0.4748986266275404,46.78232667219302,0.7751387667821473,2900.5334100085556,1238.0750708215298,360.0,27047.0,628,78,553,74,627,78
baseline,,,-8.927843597946879,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,11654.147653874237,16.541476538742362,152.72041464275054,3316,89.56574185765983,0.5736782786403266,52.61461894847823,1.0160539521396608,20982.359842620277,884.6945114595899,198.0,35943.0,2971,345,2630,340,2970,345
search:normal_sl_pct,normal_sl_pct,0.02,-244.59151087266866,0.15,0.25,0.05,0.02,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,540.8489127331341,-94.59151087266866,152.72041464275054,5001,69.54609078184363,-0.02022707703557887,97.14490172403755,0.8560214924511146,12926.600936182775,586.6120775844831,115.0,81383.0,3474,1527,2005,1473,3473,1527
search:normal_sl_pct,normal_sl_pct,0.03,-243.19643573126353,0.15,0.25,0.05,0.03,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,680.3564268736454,-93.19643573126355,152.72041464275054,4492,75.1113089937667,-0.022564116035531212,96.97175752132868,0.8572823383894562,12280.017674359655,653.0825912733749,150.5,54916.0,3375,1117,2300,1074,3374,1117
search:normal_sl_pct,normal_sl_pct,0.04,-238.5490819010355,0.15,0.25,0.05,0.04,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,1145.0918098964507,-88.54908190103549,152.72041464275054,4086,78.73225648556044,-0.014186581999917345,94.07726251504774,0.8640852792529498,11999.466110142424,717.9752814488497,159.0,54919.0,3218,868,2382,835,3217,868
search:normal_sl_pct,normal_sl_pct,0.05,-243.55013168589957,0.15,0.25,0.05,0.05,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,644.9868314100431,-93.55013168589957,152.72041464275054,3765,81.48738379814077,0.49910602416119376,96.99306218128717,0.8490444203794804,12818.931889186739,779.1891102257636,179.0,54911.0,3069,696,2401,667,3068,696
search:normal_sl_pct,normal_sl_pct,0.06,-236.7163586259644,0.15,0.25,0.05,0.06,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,1328.3641374035585,-86.71635862596442,152.72041464275054,3499,85.33866819091169,0.5225226316939385,92.90571110146692,0.867451497725615,12622.910624254255,838.424406973421,185.0,43863.0,2987,512,2495,491,2986,512
search:normal_sl_pct,normal_sl_pct,0.08,-8.927843597946879,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,11654.147653874237,16.541476538742362,152.72041464275054,3316,89.56574185765983,0.5736782786403266,52.61461894847823,1.0160539521396608,20982.359842620277,884.6945114595899,198.0,35943.0,2971,345,2630,340,2970,345
search:recovery_sl_pct,recovery_sl_pct,0.06,-105.407114545742,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.06,0.012,p0,0.001,10000.0,0.0,2947.225067987096,-70.52774932012905,152.72041464275054,3764,88.39001062699256,0.5168895208215087,77.45596154968595,0.9011374464485061,13339.85373299198,779.3961211477152,160.0,35943.0,3328,436,2948,379,3327,436
search:recovery_sl_pct,recovery_sl_pct,0.08,-95.46376518920407,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.08,0.012,p0,0.001,10000.0,0.0,3855.796176515477,-61.44203823484523,152.72041464275054,3656,88.86761487964989,0.5448972639325967,75.02406916379644,0.9260532533739243,15868.61537645769,802.4198577680526,173.0,35943.0,3250,406,2879,370,3249,406
search:recovery_sl_pct,recovery_sl_pct,0.1,-88.75889974568898,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.1,0.012,p0,0.001,10000.0,0.0,4445.176807842742,-55.54823192157258,152.72041464275054,3601,89.16967509025271,0.5511024713133974,72.84322398961616,0.9363235152618746,16658.404148584425,814.675645653985,173.0,35943.0,3212,389,2847,364,3211,389
search:recovery_sl_pct,recovery_sl_pct,0.12,-73.57385628264684,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.12,0.012,p0,0.001,10000.0,0.0,5647.139493494324,-43.52860506505676,152.72041464275054,3527,89.31102920328891,0.5551580615834303,64.71602356424741,0.9523180162928131,17613.728505477025,831.7683583782251,177.0,35943.0,3151,376,2791,359,3150,376
search:recovery_sl_pct,recovery_sl_pct,0.15,-72.57678987557479,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.15,0.012,p0,0.001,10000.0,0.0,5710.90999474707,-42.89090005252929,152.72041464275054,3468,89.47520184544406,0.559130477976743,63.64073738921696,0.9512746399950267,16867.879446189563,845.9189734717417,182.0,35943.0,3104,364,2752,351,3103,364
search:recovery_sl_pct,recovery_sl_pct,0.2,-8.927843597946879,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,11654.147653874237,16.541476538742362,152.72041464275054,3316,89.56574185765983,0.5736782786403266,52.61461894847823,1.0160539521396608,20982.359842620277,884.6945114595899,198.0,35943.0,2971,345,2630,340,2970,345
search:normal_tp_pct,normal_tp_pct,0.006,-240.59723893538018,0.15,0.25,0.05,0.08,0.006,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,940.2761064619831,-90.59723893538016,152.72041464275054,7663,95.51089651572491,0.1589298235770604,92.55264159346335,0.7952118582408414,16113.796347383362,382.8327025968942,30.0,35861.0,7320,343,6986,333,7319,343
search:normal_tp_pct,normal_tp_pct,0.008,-103.78087899901358,0.15,0.25,0.05,0.08,0.008,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,3076.648226615184,-69.23351773384816,152.72041464275054,5883,94.10164881862994,0.26685380476382786,80.13508895247672,0.8904585222046255,19007.78066172041,498.66513683494816,57.0,27115.0,5537,346,5197,339,5536,346
search:normal_tp_pct,normal_tp_pct,0.01,-91.02915549363769,0.15,0.25,0.05,0.08,0.01,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,4152.166354323159,-58.47833645676841,152.72041464275054,4894,92.6644871270944,0.3574135345365955,73.88407916144169,0.9122745734203372,16772.224260546842,599.4374744585207,86.0,31498.0,4536,358,4184,351,4535,358
search:normal_tp_pct,normal_tp_pct,0.012,-100.46675850553457,0.15,0.25,0.05,0.08,0.012,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,3453.5301394013904,-65.46469860598609,152.72041464275054,4042,91.46462147451756,0.4409358835861512,78.43276293541253,0.9091180336774816,15534.251529219035,725.7909450766947,128.5,35943.0,3698,344,3363,334,3697,344
search:normal_tp_pct,normal_tp_pct,0.015,-8.927843597946879,0.15,0.25,0.05,0.08,0.015,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,11654.147653874237,16.541476538742362,152.72041464275054,3316,89.56574185765983,0.5736782786403266,52.61461894847823,1.0160539521396608,20982.359842620277,884.6945114595899,198.0,35943.0,2971,345,2630,340,2970,345
search:normal_tp_pct,normal_tp_pct,0.02,0.5594456549168259,0.15,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,12344.00054898213,23.440005489821303,152.72041464275054,2575,86.48543689320388,0.7260852693560298,42.96039473289226,1.020325010378997,19721.575056384918,1139.2803883495146,309.0,33795.0,2228,347,1885,342,2227,347
search:recovery_tp_pct,recovery_tp_pct,0.008,-28.922473511427352,0.15,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.008,p0,0.001,10000.0,0.0,9605.476598515861,-3.9452340148413922,152.72041464275054,2735,86.94698354661791,0.7161056488170578,49.03520568844844,0.996116704024345,18245.548501981197,1072.6314442413163,277.0,35188.0,2379,356,2026,352,2378,356
search:recovery_tp_pct,recovery_tp_pct,0.01,-42.062894881568624,0.15,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.01,p0,0.001,10000.0,0.0,8360.809431567286,-16.391905684327135,152.72041464275054,2587,86.74139930421337,0.7155403730984701,50.00252614347095,0.9827472188648714,16260.895683295259,1133.9957479706222,290.0,33798.0,2245,342,1908,336,2244,342
search:recovery_tp_pct,recovery_tp_pct,0.012,0.5594456549168259,0.15,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,12344.00054898213,23.440005489821303,152.72041464275054,2575,86.48543689320388,0.7260852693560298,42.96039473289226,1.020325010378997,19721.575056384918,1139.2803883495146,309.0,33795.0,2228,347,1885,342,2227,347
search:recovery_tp_pct,recovery_tp_pct,0.015,-78.59262279884149,0.15,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.015,p0,0.001,10000.0,0.0,5685.5837646639975,-43.14416235336003,152.72041464275054,2431,86.9600987248046,0.754976604235464,73.53658200634045,0.9531689544429494,13715.30273973993,1206.765528589058,331.0,40191.0,2115,316,1812,302,2114,316
search:recovery_tp_pct,recovery_tp_pct,0.02,-87.62626498579762,0.15,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.02,p0,0.001,10000.0,0.0,5017.093512056172,-49.82906487943828,152.72041464275054,2158,86.70064874884153,0.7664177609407664,77.50014229555543,0.9473627995669373,12712.71444317431,1359.4286376274329,357.5,40179.0,1872,286,1603,268,1871,286
search:recovery_tp_pct,recovery_tp_pct,0.025,-73.82678333131389,0.15,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.025,p0,0.001,10000.0,0.0,6090.455871302717,-39.09544128697283,152.72041464275054,2002,86.41358641358642,0.7882598854730524,68.51137833762589,0.9567842713425279,11227.262564922587,1465.3581418581418,377.5,54849.0,1731,271,1479,251,1730,271
search:normal_dca_drop,normal_dca_drop,0.02,-66.01794397865491,0.15,0.25,0.02,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,6765.695878871267,-32.34304121128733,152.72041464275054,2664,86.97447447447448,0.512680850538412,70.4220213703709,0.975506164726632,19867.661541584894,1101.2188438438438,259.0,27784.0,2318,346,1980,337,2317,346
search:normal_dca_drop,normal_dca_drop,0.03,-52.90164916797776,0.15,0.25,0.03,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,7679.007952302001,-23.209920476979985,152.72041464275054,2743,87.09442216551221,0.6085947925755689,60.86053299253271,0.9834884383326561,21903.522324771882,1069.5030987969376,271.0,27115.0,2390,353,2043,346,2389,353
search:normal_dca_drop,normal_dca_drop,0.04,-36.9361662348299,0.15,0.25,0.04,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,8987.485219745711,-10.12514780254289,152.72041464275054,2661,86.99736940999624,0.6772195609491305,53.2467916650843,0.9908642856364777,17831.04221766055,1102.4603532506576,296.0,27790.0,2316,345,1977,338,2315,345
search:normal_dca_drop,normal_dca_drop,0.05,0.5594456549168259,0.15,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,12344.00054898213,23.440005489821303,152.72041464275054,2575,86.48543689320388,0.7260852693560298,42.96039473289226,1.020325010378997,19721.575056384918,1139.2803883495146,309.0,33795.0,2228,347,1885,342,2227,347
search:recovery_dca2_drop,recovery_dca2_drop,0.04,-56.07696407037219,0.15,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.04,0.2,0.012,p0,0.001,10000.0,0.0,7125.721548413848,-28.74278451586152,152.72041464275054,2602,86.51037663335896,0.7118075663509282,54.24221771794463,0.9679683589391327,14581.432664975327,1127.4584934665643,289.5,33795.0,2252,350,1909,342,2251,350
search:recovery_dca2_drop,recovery_dca2_drop,0.05,-17.915555337828003,0.15,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.05,0.2,0.012,p0,0.001,10000.0,0.0,10709.46428462584,7.094642846258403,152.72041464275054,2589,86.5198918501352,0.7227119310325496,48.3614987433369,1.0063736720946084,18777.158220345893,1133.1197373503283,314.0,33795.0,2241,348,1898,342,2240,348
search:recovery_dca2_drop,recovery_dca2_drop,0.06,-3.9894297253121005,0.15,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.06,0.2,0.012,p0,0.001,10000.0,0.0,12102.80130093452,21.0280130093452,152.72041464275054,2582,86.44461657629743,0.7220828593895877,48.34121043850228,1.0169554237254008,21162.774730402798,1136.1917118512781,312.5,33795.0,2233,349,1888,344,2232,349
search:recovery_dca2_drop,recovery_dca2_drop,0.08,0.5594456549168259,0.15,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,12344.00054898213,23.440005489821303,152.72041464275054,2575,86.48543689320388,0.7260852693560298,42.96039473289226,1.020325010378997,19721.575056384918,1139.2803883495146,309.0,33795.0,2228,347,1885,342,2227,347
search:sl_ref,sl_ref,p0,0.5594456549168259,0.15,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,12344.00054898213,23.440005489821303,152.72041464275054,2575,86.48543689320388,0.7260852693560298,42.96039473289226,1.020325010378997,19721.575056384918,1139.2803883495146,309.0,33795.0,2228,347,1885,342,2227,347
search:sl_ref,sl_ref,wap,-31.903796147886265,0.15,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.012,wap,0.001,10000.0,0.0,9493.470618937647,-5.065293810623539,152.72041464275054,2136,90.63670411985018,0.7691326285560061,49.92837780008565,0.9935693966284208,11554.62132687964,1373.430243445693,333.0,97796.0,1937,199,1741,195,1936,199
search:normal_initial_pct,normal_initial_pct,0.15,0.5594456549168259,0.15,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,12344.00054898213,23.440005489821303,152.72041464275054,2575,86.48543689320388,0.7260852693560298,42.96039473289226,1.020325010378997,19721.575056384918,1139.2803883495146,309.0,33795.0,2228,347,1885,342,2227,347
search:normal_initial_pct,normal_initial_pct,0.2,-74.94140874657387,0.2,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,5966.750420540494,-40.33249579459506,152.72041464275054,2495,86.2124248496994,0.639938895700038,71.82465211942598,0.9623144668385246,16759.40082681495,1175.8104208416833,292.0,27790.0,2152,343,1817,334,2151,343
search:normal_initial_pct,normal_initial_pct,0.25,-65.21320821892681,0.25,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,6655.206490764921,-33.44793509235079,152.72041464275054,2515,85.72564612326043,0.5724352601150127,64.83243231942214,0.9713310881264526,18164.405520856526,1166.4600397614315,282.0,27112.0,2157,358,1805,351,2156,358
search:normal_initial_pct,normal_initial_pct,0.3,-98.92400408439083,0.3,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,3857.1469102081282,-61.42853089791871,152.72041464275054,2446,85.60915780866722,0.5176587956270309,78.74661939299958,0.9487882858744398,17904.69441093233,1199.3650858544563,292.0,27042.0,2095,351,1753,341,2094,351
search:recovery_initial_pct,recovery_initial_pct,0.4,-43.50256244283253,0.15,0.25,0.05,0.08,0.02,0.4,0.3,0.03,0.3,0.08,0.2,0.012,p0,0.001,10000.0,0.0,8207.100192982789,-17.92899807017211,152.72041464275054,2638,86.54283548142531,0.7276329218951262,50.033005889952776,0.979944287882991,14573.804036649439,1112.0724033358606,292.5,33795.0,2284,354,1935,348,2283,354
search:recovery_initial_pct,recovery_initial_pct,0.5,0.5594456549168259,0.15,0.25,0.05,0.08,0.02,0.5,0.25,0.03,0.25,0.08,0.2,0.012,p0,0.001,10000.0,0.0,12344.00054898213,23.440005489821303,152.72041464275054,2575,86.48543689320388,0.7260852693560298,42.96039473289226,1.020325010378997,19721.575056384918,1139.2803883495146,309.0,33795.0,2228,347,1885,342,2227,347
search:recovery_initial_pct,recovery_initial_pct,0.6,-71.75729904704782,0.15,0.25,0.05,0.08,0.02,0.6,0.2,0.03,0.2,0.08,0.2,0.012,p0,0.001,10000.0,0.0,6033.480576308675,-39.66519423691325,152.72041464275054,2516,86.5262321144674,0.7033356071424945,65.6553067391679,0.9593762312037435,15849.329467736045,1165.9964228934816,287.0,40191.0,2178,338,1849,328,2177,338
