stage,score,param_initial_pct,param_dca_level_weights,param_sub_order_weights,param_dca_depths,param_take_profit_pct,param_fee_rate,param_capital,param_reentry_delay_bars,equity_final,total_return_pct,buy_hold_return_pct,num_cycles,win_rate,avg_pnl_pct,max_drawdown_pct,profit_factor,total_fees,param,value
baseline,139.02443619640326,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.01,0.001,10000.0,0,26613.704067850384,166.13704067850384,153.7360197256392,2167,100.0,0.7981010000000002,62.729843229374914,2.1050602911048735,8034.740478392135,,
search:take_profit_pct,105.82994389483105,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.005,0.001,10000.0,0,22834.885268663413,128.34885268663413,153.7360197256392,5207,100.0,0.2991004999999895,62.53151465300514,3.315089946148777,12365.230503304869,take_profit_pct,0.005
search:take_profit_pct,109.03304974668836,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.008,0.001,10000.0,0,23656.144895649675,136.56144895649675,153.7360197256392,2850,100.0,0.5985008000000006,62.72984322937491,2.021901345563311,9121.363163712856,take_profit_pct,0.008
search:take_profit_pct,139.02443619640326,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.01,0.001,10000.0,0,26613.704067850384,166.13704067850384,153.7360197256392,2167,100.0,0.7981010000000002,62.729843229374914,2.1050602911048735,8034.740478392135,take_profit_pct,0.01
search:take_profit_pct,235.94764093713073,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.012,0.001,10000.0,0,35858.55468747557,258.58554687475566,153.7360197256392,1653,100.0,0.9977012000000005,62.72984322937491,3.970203313423777,7047.362586079223,take_profit_pct,0.012
search:take_profit_pct,124.32354296357263,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.015,0.001,10000.0,0,25152.926080033038,151.52926080033038,153.7360197256392,1073,100.0,1.29710149999999,62.72984322937491,2.0864376201734394,4582.623332623166,take_profit_pct,0.015
search:take_profit_pct,152.19459827622518,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.02,0.001,10000.0,0,27929.129928491548,179.29129928491548,153.7360197256392,735,100.0,1.7961020000000019,62.964401583603156,2.1363879882943166,3860.5686140178714,take_profit_pct,0.02
search:take_profit_pct,175.49869056704136,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.025,0.001,10000.0,0,30206.130032930894,202.06130032930895,153.7360197256392,534,100.0,2.2951024999999916,62.96440158360319,2.2432062375788613,3291.927064388513,take_profit_pct,0.025
search:take_profit_pct,172.37431574405383,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.03,0.001,10000.0,0,29896.874706427145,198.96874706427147,153.7360197256392,389,100.0,2.794103000000002,62.96440158360318,2.236841925988852,2688.9091018091794,take_profit_pct,0.03
search:take_profit_pct,213.13915724806017,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.04,0.001,10000.0,0,33892.21730404911,238.92217304049112,153.7360197256392,267,100.0,3.7921040000000037,62.239157419968805,2.3120957319100697,2349.76061466922,take_profit_pct,0.04
search:take_profit_pct,214.76905406795493,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.05,0.001,10000.0,0,34074.841184230456,240.74841184230456,153.7360197256392,192,100.0,4.790105000000003,62.57443324176316,2.31306043414165,1900.5802673974526,take_profit_pct,0.05
search:initial_pct,225.64718712069094,0.03,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.012,0.001,10000.0,0,34803.446970644014,248.03446970644015,153.7360197256392,2197,100.0,0.997701200000001,62.31213764291535,4.037096423083001,6723.3682957853725,initial_pct,0.03
search:initial_pct,235.94764093713073,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.012,0.001,10000.0,0,35858.55468747557,258.58554687475566,153.7360197256392,1653,100.0,0.9977012000000005,62.72984322937491,3.970203313423777,7047.362586079223,initial_pct,0.05
search:initial_pct,153.42257631535864,0.08,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.012,0.001,10000.0,0,28063.68518948163,180.63685189481626,153.7360197256392,1214,100.0,0.9977012000000011,63.09802282776729,2.128907623440552,6938.313840307891,initial_pct,0.08
search:initial_pct,162.54516895543762,0.1,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.012,0.001,10000.0,0,28991.076801085444,189.91076801085444,153.7360197256392,1071,100.0,0.9977012000000004,63.343475893362196,2.128097296120096,7295.948059718398,initial_pct,0.1
search:initial_pct,166.4102773715846,0.15,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.012,0.001,10000.0,0,29446.954786050926,194.46954786050927,153.7360197256392,804,100.0,0.9977012000000013,64.15645925957078,2.086921013363567,7602.891452548073,initial_pct,0.15
search:initial_pct,132.55809206694113,0.2,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.012,0.001,10000.0,0,26163.001567645595,161.63001567645594,153.7360197256392,601,100.0,0.9977012000000013,64.75317441625354,1.955996208047466,6734.914267062389,initial_pct,0.2
search:initial_pct,143.40578269380143,0.25,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.012,0.001,10000.0,0,27284.998715766913,172.84998715766915,153.7360197256392,520,100.0,0.997701200000001,65.35440169993242,1.9536873112183482,7209.913821879607,initial_pct,0.25
search:initial_pct,164.6653778992109,0.3,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.012,0.001,10000.0,0,29456.182492642893,194.56182492642893,153.7360197256392,475,100.0,0.9977011999999998,65.9650375882625,1.9365151051478933,8188.818093475667,initial_pct,0.3
search:dca_depths,193.08204840499312,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.02, 0.06, 0.15, 0.3]",0.012,0.001,10000.0,0,32537.70170055731,225.37701700557312,153.7360197256392,1647,100.0,0.997701200000001,68.81088871155062,1.798312925270074,10326.522051612325,dca_depths,"[0.02, 0.06, 0.15, 0.3]"
search:dca_depths,235.94764093713073,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.25, 0.5]",0.012,0.001,10000.0,0,35858.55468747557,258.58554687475566,153.7360197256392,1653,100.0,0.9977012000000005,62.72984322937491,3.970203313423777,7047.362586079223,dca_depths,"[0.03, 0.1, 0.25, 0.5]"
search:dca_depths,162.76305312407112,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.04, 0.12, 0.28, 0.55]",0.012,0.001,10000.0,0,28411.90872160965,184.1190872160965,153.7360197256392,1475,100.0,0.9977012000000017,60.59339015337562,4.751066946224259,4762.261520640513,dca_depths,"[0.04, 0.12, 0.28, 0.55]"
search:dca_depths,75.61599063551645,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.05, 0.15, 0.3, 0.6]",0.012,0.001,10000.0,0,19834.05270252486,98.3405270252486,153.7360197256392,1315,100.0,0.9977012000000013,57.427284231701705,2.3463668298577756,3501.403219216821,dca_depths,"[0.05, 0.15, 0.3, 0.6]"
search:dca_depths,261.34401294707493,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,38619.6653841417,286.196653841417,153.7360197256392,1632,100.0,0.9977012000000007,66.28100234149863,2.9831921021114245,8769.116195914106,dca_depths,"[0.02, 0.08, 0.2, 0.4]"
search:dca_depths,250.77428480350477,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.08, 0.18, 0.35]",0.012,0.001,10000.0,0,37782.10897313578,277.8210897313578,153.7360197256392,1731,100.0,0.9977012000000007,67.63057293914574,2.7063077671268814,8973.541329063319,dca_depths,"[0.03, 0.08, 0.18, 0.35]"
search:dca_depths,216.51082542278166,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.05, 0.12, 0.25, 0.45]",0.012,0.001,10000.0,0,33998.135142979576,239.98135142979575,153.7360197256392,1494,100.0,0.9977012000000016,64.11754334502349,173.6763752004237,4873.966908263282,dca_depths,"[0.05, 0.12, 0.25, 0.45]"
search:dca_depths,160.98040390193316,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.03, 0.1, 0.2, 0.4]",0.012,0.001,10000.0,0,28691.404885641907,186.91404885641907,153.7360197256392,1472,100.0,0.9977012000000013,66.20522359999697,2.757897841102454,5978.69745463557,dca_depths,"[0.03, 0.1, 0.2, 0.4]"
search:dca_depths,97.65558927888338,0.05,"[1, 2, 4, 8]","[1, 2, 4]","[0.04, 0.1, 0.22, 0.45]",0.012,0.001,10000.0,0,22704.556180402044,127.04556180402045,153.7360197256392,1518,100.0,0.9977012000000014,64.62566590298916,1.8770854033312858,5540.296291536133,dca_depths,"[0.04, 0.1, 0.22, 0.45]"
search:dca_level_weights,261.34401294707493,0.05,"[1.0, 2.0, 4.0, 8.0]","[1, 2, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,38619.6653841417,286.196653841417,153.7360197256392,1632,100.0,0.9977012000000007,66.28100234149863,2.9831921021114245,8769.116195914106,dca_level_weights,"[1, 2, 4, 8]"
search:dca_level_weights,561.1669567026452,0.05,"[1.0, 1.0, 1.0, 1.0]","[1, 2, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,69695.32797642899,596.95327976429,153.7360197256392,1510,100.0,0.9977012000000001,75.80208299174768,1.9389853466807543,25049.524339978158,dca_level_weights,"[1, 1, 1, 1]"
search:dca_level_weights,272.04222205592083,0.05,"[1.0, 2.0, 3.0, 4.0]","[1, 2, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,40287.094412659,302.87094412658996,153.7360197256392,1697,100.0,0.9977012000000016,67.63973217792253,1.9510234472168837,12636.31143873321,dca_level_weights,"[1, 2, 3, 4]"
search:dca_level_weights,1653.1023001331969,0.05,"[8.0, 4.0, 2.0, 1.0]","[1, 2, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,179224.26295485866,1692.2426295485866,153.7360197256392,1377,100.0,0.997701200000001,79.36098929905843,1.6952528328090568,83771.38138243198,dca_level_weights,"[8, 4, 2, 1]"
search:dca_level_weights,170.63338599931896,0.05,"[1.0, 3.0, 5.0, 7.0]","[1, 2, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,30155.088309956423,201.5508830995642,153.7360197256392,1612,100.0,0.9977012000000007,67.15286861981784,1.8748448143290906,8789.565889971958,dca_level_weights,"[1, 3, 5, 7]"
search:dca_level_weights,305.55581258697464,0.05,"[2.0, 3.0, 4.0, 5.0]","[1, 2, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,44070.402757138116,340.7040275713811,153.7360197256392,1605,100.0,0.9977012000000005,74.71384072122119,1.9360178896652376,14328.61056174137,dca_level_weights,"[2, 3, 4, 5]"
search:dca_level_weights,319.9749417688023,0.05,"[1.0, 2.0, 4.0, 6.0]","[1, 2, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,44545.56912406995,345.45569124069954,153.7360197256392,1721,100.0,0.997701200000001,66.9309604170565,2.9355653556673302,10667.502221718,dca_level_weights,"[1, 2, 4, 6]"
search:dca_level_weights,345.391500770404,0.05,"[1.0, 2.0, 3.0, 6.0]","[1, 2, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,47041.69485218361,370.4169485218361,153.7360197256392,1731,100.0,0.9977012000000013,66.7090795857202,3.012213620630293,11289.185478978097,dca_level_weights,"[1, 2, 3, 6]"
search:sub_order_weights,1653.1023001331969,0.05,"[8.0, 4.0, 2.0, 1.0]","[1.0, 2.0, 4.0]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,179224.26295485866,1692.2426295485866,153.7360197256392,1377,100.0,0.997701200000001,79.36098929905843,1.6952528328090568,83771.38138243198,sub_order_weights,"[1, 2, 4]"
search:sub_order_weights,1438.6581841298878,0.05,"[8.0, 4.0, 2.0, 1.0]","[1.0, 1.0, 1.0]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,157821.47456904352,1478.2147456904352,153.7360197256392,1128,100.0,0.997701200000001,79.85595087408187,1.6714017927803342,74708.8048757778,sub_order_weights,"[1, 1, 1]"
search:sub_order_weights,866.6651383946721,0.05,"[8.0, 4.0, 2.0, 1.0]","[4.0, 2.0, 1.0]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,100660.222229632,906.6022222963201,153.7360197256392,839,100.0,0.9977012000000004,80.1352741587628,1.6288161187219345,47679.7008097507,sub_order_weights,"[4, 2, 1]"
search:sub_order_weights,1834.709400709154,0.05,"[8.0, 4.0, 2.0, 1.0]","[1.0, 2.0, 3.0]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,197389.66324378375,1873.8966324378375,153.7360197256392,1367,100.0,0.997701200000001,79.43465880819066,1.694712711246183,92804.13016494755,sub_order_weights,"[1, 2, 3]"
search:sub_order_weights,1762.1497831510308,0.05,"[8.0, 4.0, 2.0, 1.0]","[1.0, 3.0, 5.0]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,190127.12007524344,1801.2712007524342,153.7360197256392,1418,100.0,0.9977012000000011,79.35300770638574,1.6980774044855873,88955.00671116117,sub_order_weights,"[1, 3, 5]"
search:sub_order_weights,2003.0363035372898,0.05,"[8.0, 4.0, 2.0, 1.0]","[2.0, 3.0, 4.0]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,214228.18700786252,2042.2818700786252,153.7360197256392,1338,100.0,0.9977012000000004,79.51630990999557,1.6928438809323902,101302.17835919603,sub_order_weights,"[2, 3, 4]"
search:reentry_delay_bars,2003.0363035372898,0.05,"[8.0, 4.0, 2.0, 1.0]","[2.0, 3.0, 4.0]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,214228.18700786252,2042.2818700786252,153.7360197256392,1338,100.0,0.9977012000000004,79.51630990999557,1.6928438809323902,101302.17835919603,reentry_delay_bars,0
search:reentry_delay_bars,378.8271374581093,0.05,"[8.0, 4.0, 2.0, 1.0]","[2.0, 3.0, 4.0]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,1,51787.24342405559,417.8724342405559,153.7360197256392,819,100.0,0.9977012000000007,79.45199706436713,1.725180291234732,20198.64196891347,reentry_delay_bars,1
search:reentry_delay_bars,97.86649139159618,0.05,"[8.0, 4.0, 2.0, 1.0]","[2.0, 3.0, 4.0]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,3,23778.751333887492,137.78751333887493,153.7360197256392,557,100.0,0.9977012000000013,79.26242971320784,1.5272871761291926,8118.088357920938,reentry_delay_bars,3
search:reentry_delay_bars,246.4690441583149,0.05,"[8.0, 4.0, 2.0, 1.0]","[2.0, 3.0, 4.0]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,6,38311.123460261486,283.11123460261484,153.7360197256392,594,100.0,0.9977012000000014,79.51630990999557,2.213519100339478,10508.840262523938,reentry_delay_bars,6
search:reentry_delay_bars,127.39021063341806,0.05,"[8.0, 4.0, 2.0, 1.0]","[2.0, 3.0, 4.0]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,12,26390.702066338377,163.90702066338378,153.7360197256392,490,100.0,0.997701200000001,77.91449734598372,2.046377675524907,6529.533399488529,reentry_delay_bars,12
search:reentry_delay_bars,40.190080852551006,0.05,"[8.0, 4.0, 2.0, 1.0]","[2.0, 3.0, 4.0]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,24,17637.804270890047,76.37804270890047,153.7360197256392,474,100.0,0.9977012000000014,72.02091905282713,1.4049179150693638,5395.634156094198,reentry_delay_bars,24
