stage,score_crash,score_full,param_initial_pct,param_dca_level_weights,param_sub_order_weights,param_dca_depths,param_take_profit_pct,param_fee_rate,param_capital,param_reentry_delay_bars,param_stop_loss_pct,param_stop_loss_ref,param_max_hold_bars,equity_final,total_return_pct,buy_hold_return_pct,num_cycles,win_rate,avg_pnl_pct,max_drawdown_pct,profit_factor,total_fees,avg_hold_bars,median_hold_bars,max_hold_bars_seen,tp_exits,sl_exits,time_exits,window,sl,ref,max_hold
sl_sweep:crash_2025_26,92.9085806937344,93.56909659920133,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.04,wap,0,20066.530257712842,100.66530257712843,-48.024150476882454,1929,93.51995852773459,0.6633802271623038,19.906513710170156,1.1736376719782198,16429.74708401988,7.552617936754795,3.0,178.0,1804,124,0,crash_2025_26,0.04,wap,0.0
sl_sweep:full,28644.855017260725,28648.16240188267,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.04,wap,0,2875973.32099489,28659.7332099489,153.7360197256392,8122,94.3979315439547,0.7072167496581871,32.511153380208576,1.1874501457511657,4375602.191292977,6.020438315685792,2.0,439.0,7667,454,0,full,0.04,wap,0.0
sl_sweep:crash_2022,278.7478181225578,279.2365283468396,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,wap,0,38774.56798950956,287.74567989509563,-72.26310681185907,1896,95.56962025316456,0.7257995133130691,24.040710873257286,1.489711564328576,19888.956440723094,5.380274261603375,2.0,137.0,1812,83,0,crash_2022,0.05,wap,0.0
sl_sweep:crash_2025_26,21.801656014515526,24.332886067167987,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,wap,0,13418.215361766459,34.18215361766459,-48.024150476882454,1746,94.50171821305841,0.660234590146669,27.74978684857972,1.0755898235190613,11506.016492272183,8.344215349369989,2.0,178.0,1650,95,0,crash_2025_26,0.05,wap,0.0
sl_sweep:full,20444.17425146769,20449.225203148722,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,wap,0,2056349.039310872,20463.49039310872,153.7360197256392,7580,95.56728232189974,0.723811751203667,40.06080207191933,1.148105989394133,3717747.829618371,6.450923482849604,2.0,598.0,7244,335,0,full,0.05,wap,0.0
sl_sweep:crash_2022,245.00028172727505,244.89486689947776,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.06,wap,0,35250.138753827436,252.50138753827434,-72.26310681185907,1768,96.49321266968326,0.7486761306796256,21.426636214273394,1.5213133448176281,16406.821698014464,5.769796380090498,2.0,165.0,1706,61,0,crash_2022,0.06,wap,0.0
sl_sweep:crash_2025_26,18.010129184039137,22.315560587416442,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.06,wap,0,13519.15054683871,35.1915054683871,-48.024150476882454,1555,95.69131832797427,0.6918206938881571,36.2190101789791,1.092820650248831,9543.428818090628,9.369131832797427,2.0,352.0,1488,66,0,crash_2025_26,0.06,wap,0.0
sl_sweep:full,83139.89112358479,83143.76340713396,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.06,wap,0,8325661.577540836,83156.61577540837,153.7360197256392,6974,96.88844278749642,0.7746835487129043,36.21901017897913,1.229344399478572,10127259.950747386,7.011471178663608,2.0,352.0,6757,216,0,full,0.06,wap,0.0
sl_sweep:crash_2022,273.5469661793936,274.2515094336383,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.08,wap,0,38373.21694997852,283.73216949978524,-72.26310681185907,1561,97.4375400384369,0.7649643580938584,26.57260265993476,1.647808804304011,15606.493909908124,6.534913516976297,2.0,383.0,1521,39,0,crash_2022,0.08,wap,0.0
sl_sweep:crash_2025_26,-26.477332662151134,-20.154993709354073,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.08,wap,0,9576.406515469478,-4.235934845305223,-48.024150476882454,1410,96.38297872340425,0.6711234895007695,44.94952177975457,0.9884972147628689,8203.704683948225,10.332624113475177,2.0,278.0,1359,50,0,crash_2025_26,0.08,wap,0.0
sl_sweep:full,48948.88771375623,48955.073378589004,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.08,wap,0,4907112.5752691915,48971.125752691914,153.7360197256392,6473,97.5899891858489,0.7773422673758374,44.94952177975475,1.1500936677225455,8332970.1383530665,7.554147999382049,2.0,815.0,6317,155,0,full,0.08,wap,0.0
sl_sweep:crash_2022,247.85311209407732,250.48195650780474,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.1,wap,0,36349.21220516671,263.4921220516671,-72.26310681185907,1443,97.99029799029799,0.7771935319365997,36.641635837626616,1.6794252514969654,13888.385632047411,7.069300069300069,2.0,383.0,1414,28,0,crash_2022,0.1,wap,0.0
sl_sweep:crash_2025_26,-6.92064140790619,-1.8559736116950063,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.1,wap,0,11194.471448740298,11.944714487402974,-48.024150476882454,1238,97.17285945072697,0.6895970864265618,38.70858958385253,1.0365772884363065,7435.707351030618,11.768174474959613,2.0,450.0,1203,34,0,crash_2025_26,0.1,wap,0.0
sl_sweep:full,67030.07678080685,67034.88349640452,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.1,wap,0,6714876.265665672,67048.76265665672,153.7360197256392,5952,98.20228494623656,0.7980942221646158,38.70858958385245,1.1993854056485067,8763378.245687671,8.215389784946236,2.0,830.0,5845,106,0,full,0.1,wap,0.0
sl_sweep:crash_2022,165.00987183313424,168.5463448908873,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.12,wap,0,28221.239823840886,182.21239823840887,-72.26310681185907,1387,98.26964671953857,0.7754859476456478,38.507446066561776,1.502221126594751,11577.63787195683,7.354722422494593,2.0,383.0,1363,23,0,crash_2022,0.12,wap,0.0
sl_sweep:crash_2025_26,-33.134979477143894,-24.829717953027515,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.12,wap,0,9435.260643001111,-5.64739356998889,-48.024150476882454,1121,97.5914362176628,0.6909143534309403,54.04960018704295,0.9832076102886055,7186.837649154011,12.9964317573595,3.0,450.0,1094,26,0,crash_2025_26,0.12,wap,0.0
sl_sweep:full,63309.66372939416,63317.73009728123,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.12,wap,0,6343702.207703061,63337.02207703061,153.7360197256392,5568,98.59913793103449,0.8149421911501065,54.04960018704281,1.1668572780794473,9519954.021333182,8.781968390804598,2.0,956.0,5490,77,0,full,0.12,wap,0.0
sl_sweep:crash_2022,170.39287391070494,174.64515482388362,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.15,wap,0,29003.675827589977,190.03675827589976,-72.26310681185907,1185,98.64978902953587,0.7886432300291244,43.29891161094419,1.6152285990652708,10469.351003841233,8.608438818565402,2.0,503.0,1169,15,0,crash_2022,0.15,wap,0.0
sl_sweep:crash_2025_26,-15.091054225846818,-8.544259725117872,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.15,wap,0,10760.510156839166,7.605101568391648,-48.024150476882454,959,98.1230448383733,0.709647407295186,45.1566932235234,1.028620936417356,5836.472802085211,15.191866527632952,2.0,642.0,941,17,0,crash_2025_26,0.15,wap,0.0
sl_sweep:full,60650.999109986114,60657.2292667182,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.15,wap,0,6077351.105031386,60673.51105031386,153.7360197256392,5065,98.93385982230997,0.8278852861843615,45.15669322352332,1.261774293346879,6183686.071842072,9.654096742349457,2.0,1268.0,5011,53,0,full,0.15,wap,0.0
sl_sweep:crash_2022,120.1066092241567,125.8882424441014,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.18,wap,0,24370.975222673016,143.70975222673016,-72.26310681185907,1074,98.88268156424581,0.7965864303393966,50.072938298864855,1.5989786059514466,8005.435443338932,9.498137802607076,2.0,670.0,1062,11,0,crash_2022,0.18,wap,0.0
