stage,score_crash,score_full,param_initial_pct,param_dca_level_weights,param_sub_order_weights,param_dca_depths,param_take_profit_pct,param_fee_rate,param_capital,param_reentry_delay_bars,param_stop_loss_pct,param_stop_loss_ref,param_max_hold_bars,equity_final,total_return_pct,buy_hold_return_pct,num_cycles,win_rate,avg_pnl_pct,max_drawdown_pct,profit_factor,total_fees,avg_hold_bars,median_hold_bars,max_hold_bars_seen,tp_exits,sl_exits,time_exits,window,sl,ref,max_hold
sl_sweep:crash_2025_26,-9.467633658608218,-3.4211551842266994,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.18,wap,0,11194.862225211116,11.948622252111175,-48.024150476882454,862,98.49187935034803,0.729332821573183,42.866752900640535,1.0521620089534274,5090.957476474332,16.90139211136891,2.0,658.0,849,12,0,crash_2025_26,0.18,wap,0.0
sl_sweep:full,43547.82656235333,43555.140009629795,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.18,wap,0,4367318.188550061,43573.181885500606,153.7360197256392,4736,99.1554054054054,0.8392263069095844,50.0729382988648,1.2560959498453375,4482896.53577502,10.324746621621621,2.0,1377.0,4696,39,0,full,0.18,wap,0.0
sl_sweep:crash_2022,96.84896622229121,101.37808815048479,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.2,wap,0,21617.725017472138,116.17725017472137,-72.26310681185907,1047,98.94937917860554,0.790637529116058,41.36808934199948,1.4540088982477044,7757.597290721552,9.743075453677173,2.0,743.0,1036,10,0,crash_2022,0.2,wap,0.0
sl_sweep:crash_2025_26,-48.59700137570025,-40.518509590322786,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.2,wap,0,7757.66306006296,-22.423369399370408,-48.024150476882454,849,98.46878680800943,0.6970114871567542,50.63925230394942,0.8957201866608349,4076.619464947334,17.160188457008246,2.0,666.0,836,12,0,crash_2025_26,0.2,wap,0.0
sl_sweep:full,30072.389332439954,30081.077455827406,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.2,wap,0,3019982.799288952,30099.827992889517,153.7360197256392,4559,99.23228778240842,0.8392030500381206,50.76880309977844,1.2042310698972685,3712217.9955813335,10.725597718797982,2.0,2914.0,4524,34,0,full,0.2,wap,0.0
sl_sweep:crash_2022,25.434646509014932,31.163531742106372,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.25,wap,0,14673.167409869458,46.73167409869458,-72.26310681185907,848,99.05660377358491,0.7757049325289055,43.360135843621315,1.2325455823178617,5153.467770890714,12.029481132075471,1.0,906.0,840,7,0,crash_2022,0.25,wap,0.0
sl_sweep:crash_2025_26,-29.89213015618362,-21.853338227934753,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.25,wap,0,9608.31404469619,-3.916859553038099,-48.024150476882454,585,98.80341880341881,0.7271373213608271,49.547245542439775,0.9755999717606085,3271.394375372539,24.904273504273505,2.0,1153.0,578,6,0,crash_2025_26,0.25,wap,0.0
sl_sweep:full,48463.318152462234,48472.733477993155,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.25,wap,0,4859167.833722422,48491.67833722422,153.7360197256392,3877,99.50993035852463,0.8754697797069361,49.5472455424398,1.355682289587169,3825721.078308229,12.612329120453959,1.0,4924.0,3858,18,0,full,0.25,wap,0.0
sl_sweep:crash_2022,43.67418425002485,49.70499473305093,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.3,wap,0,16606.85838297771,66.0685838297771,-72.26310681185907,931,99.24812030075188,0.7914227482110764,45.68491069219598,1.2774806699568966,6289.990864352229,10.957035445757251,2.0,881.0,924,6,0,crash_2022,0.3,wap,0.0
sl_sweep:crash_2025_26,-54.79479400035205,-45.48765400133059,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.3,wap,0,7386.933912521878,-26.13066087478122,-48.024150476882454,526,98.85931558935361,0.6990657098784854,53.52090268639307,0.8284392415229793,2631.573263784879,27.697718631178706,2.0,1159.0,520,5,0,crash_2025_26,0.3,wap,0.0
sl_sweep:full,42685.26811403918,42695.569560359116,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.3,wap,0,4281590.867608732,42715.90867608732,153.7360197256392,3773,99.60243837794857,0.881305551530292,53.52090268639306,1.3263780017714373,3577728.358268473,12.959978796713491,1.0,4924.0,3758,14,0,full,0.3,wap,0.0
sl_sweep:crash_2022,-128.43207289280224,-103.47121616355449,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.0,p0,0,3003.290341605507,-69.96709658394494,-72.26310681185907,36,97.22222222222221,-1.0550842064073533,79.51630990999557,0.1340721212874981,232.44281876506727,283.3611111111111,4.5,9466.0,35,0,0,crash_2022,0.0,p0,0.0
sl_sweep:crash_2025_26,-87.70347205653641,-69.37820370006226,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.0,p0,0,5722.0525418525485,-42.77947458147452,-48.024150476882454,96,98.95833333333334,0.3969023620745987,65.5609284340602,0.4285738323348498,665.6468389550255,151.76041666666666,4.5,7116.0,95,0,0,crash_2025_26,0.0,p0,0.0
sl_sweep:full,1970.495519462255,2004.365705705792,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.0,p0,0,214228.18700786252,2042.2818700786252,153.7360197256392,1338,99.9252615844544,0.9536732991823332,79.51630990999557,1.6928438809323902,101302.17835919603,36.54559043348281,1.0,32400.0,1337,0,0,full,0.0,p0,0.0
sl_sweep:crash_2022,51.79302395542009,52.68937070359824,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.03,p0,0,16011.352627075134,60.11352627075133,-72.26310681185907,2571,84.63632827693505,0.5858943910009135,21.050509710674635,1.130877454124578,15934.756244562255,3.967716841695838,2.0,56.0,2175,395,0,crash_2022,0.03,p0,0.0
sl_sweep:crash_2025_26,50.95346599896874,50.6699523850655,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.03,p0,0,15588.956251401303,55.88956251401302,-48.024150476882454,2596,84.51463790446842,0.5821402993622807,14.697969067519011,1.1080094609076356,17678.890147919657,5.612095531587057,3.0,64.0,2192,403,0,crash_2025_26,0.03,p0,0.0
sl_sweep:full,1106.9026470644228,1109.787956236554,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.03,p0,0,122046.49007825335,1120.4649007825335,153.7360197256392,10273,84.74642266134528,0.5915003069141458,30.201559961854862,1.1132671265234206,339975.2924269129,4.7598559330283265,2.0,196.0,8697,1575,0,full,0.03,p0,0.0
sl_sweep:crash_2022,228.63429265596432,226.8184667738496,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.04,p0,0,33065.03354441884,230.6503354441884,-72.26310681185907,2327,90.20197679415557,0.6480465104331115,10.740660317856813,1.3583318349250246,22632.26944278184,4.383755908895574,2.0,96.0,2099,227,0,crash_2022,0.04,p0,0.0
sl_sweep:crash_2025_26,132.60518338607443,131.57803920578553,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.04,p0,0,23600.6207142472,136.006207142472,-48.024150476882454,2342,89.49615713065756,0.6208093196798643,12.382458347834158,1.2135811216000723,20436.72736759214,6.220751494449189,3.0,107.0,2096,245,0,crash_2025_26,0.04,p0,0.0
sl_sweep:full,21926.562206491286,21926.63839146357,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.04,p0,0,2203296.611677305,21932.96611677305,153.7360197256392,9375,90.27199999999999,0.651885338097662,17.760478408035684,1.2222228586641755,3187882.11761891,5.215786666666666,2.0,198.0,8461,913,0,full,0.04,p0,0.0
sl_sweep:crash_2022,354.2138384265774,352.813548828871,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,0,45784.18914150799,357.8418914150799,-72.26310681185907,2169,92.99216228676809,0.6946296304672375,14.142319132565559,1.4497614380101733,28014.5579550471,4.70308898109728,2.0,105.0,2017,151,0,crash_2022,0.05,p0,0.0
sl_sweep:crash_2025_26,130.3008342248762,129.74047259641438,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,0,23502.227140004416,135.02227140004413,-48.024150476882454,2117,91.92253188474257,0.6421446233452324,14.79565634291678,1.2229373268846904,18430.027988216458,6.881908360888049,3.0,115.0,1946,170,0,crash_2025_26,0.05,p0,0.0
sl_sweep:full,68830.16946179318,68831.16179988252,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,0,6893907.673075002,68839.07673075002,153.7360197256392,8646,93.03724265556326,0.6969480541424087,22.210786385252792,1.2345916067922185,9020026.101501597,5.655563266250289,2.0,282.0,8043,602,0,full,0.05,p0,0.0
sl_sweep:crash_2022,264.3502395776388,264.2390805732468,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.06,p0,0,37128.64111172734,271.28641111727336,-72.26310681185907,2017,94.19930589985125,0.7022458259762249,19.899015521356386,1.4054790734050344,22180.695561625773,5.057511155180962,2.0,107.0,1900,116,0,crash_2022,0.06,p0,0.0
sl_sweep:crash_2025_26,105.34007664849548,106.51872492696229,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.06,p0,0,21457.611945343902,114.57611945343902,-48.024150476882454,1912,93.56694560669456,0.6700148713582739,22.650848079234205,1.184106345374939,17809.41707396936,7.6197698744769875,2.0,178.0,1789,122,0,crash_2025_26,0.06,p0,0.0
sl_sweep:full,64198.426192559,64201.18609290719,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.06,p0,0,6431191.285424961,64211.91285424961,153.7360197256392,8057,94.5264986967854,0.7206758890058246,30.09820359789926,1.2092434848511058,8944662.550910832,6.069008315750279,2.0,439.0,7616,440,0,full,0.06,p0,0.0
sl_sweep:crash_2022,294.7845277436213,294.2856538731482,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.08,p0,0,40127.71138891356,301.2771138891356,-72.26310681185907,1824,96.10745614035088,0.7524557354216895,19.674381373998955,1.5350588934535205,19506.537984619383,5.59265350877193,2.0,165.0,1753,70,0,crash_2022,0.08,p0,0.0
sl_sweep:crash_2025_26,43.82639857616268,46.02301313788036,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.08,p0,0,15549.627643654367,55.49627643654367,-48.024150476882454,1640,95.24390243902438,0.699426795612489,26.624079808027535,1.1236789219138235,11804.003771645941,8.883536585365853,2.0,220.0,1562,77,0,crash_2025_26,0.08,p0,0.0
sl_sweep:full,86100.92690285665,86103.07108089435,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.08,p0,0,8621263.642884925,86112.63642884925,153.7360197256392,7242,96.3960231980116,0.770413869289979,26.62407980802739,1.2222526486682668,10965422.18854413,6.752002209334438,2.0,598.0,6981,260,0,full,0.08,p0,0.0
sl_sweep:crash_2022,262.25532381379014,262.8269312475674,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.1,p0,0,37219.69423782264,272.19694237822637,-72.26310681185907,1596,97.11779448621553,0.7595135035726931,26.447414544453384,1.6324305050712289,15322.909888906546,6.391604010025063,2.0,165.0,1550,45,0,crash_2022,0.1,p0,0.0
sl_sweep:crash_2025_26,-8.131384841489814,-3.693239930607904,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.1,p0,0,10916.216938371204,9.162169383712037,-48.024150476882454,1473,96.13034623217924,0.678545502182713,36.2414352051077,1.0256830408906261,8311.232569807282,9.890699253224712,2.0,240.0,1416,56,0,crash_2025_26,0.1,p0,0.0
sl_sweep:full,59810.02055080259,59814.19194488376,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.1,p0,0,5992712.774538957,59827.12774538957,153.7360197256392,6608,97.3365617433414,0.7767950632936919,36.24143520510776,1.1881970479576143,8453427.12177734,7.399818401937046,2.0,591.0,6432,175,0,full,0.1,p0,0.0
sl_sweep:crash_2022,274.744977173356,276.8283368281974,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.12,p0,0,38892.49046906261,288.92490469062614,-72.26310681185907,1494,97.79116465863453,0.7734444031764754,34.03825164748234,1.6868901534883187,15201.290795330859,6.827978580990629,2.0,383.0,1461,32,0,crash_2022,0.12,p0,0.0
sl_sweep:crash_2025_26,15.759972871001604,19.790200239559187,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.12,p0,0,13204.572323001603,32.04572323001602,-48.024150476882454,1302,97.00460829493088,0.6971221759395413,34.310359740124646,1.0862472202935203,8904.106077447075,11.189708141321045,2.0,450.0,1263,38,0,crash_2025_26,0.12,p0,0.0
sl_sweep:full,82492.90215410065,82496.79682407127,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.12,p0,0,8260913.390724387,82509.13390724387,153.7360197256392,6154,98.00129996750081,0.7944202689373958,34.3103597401244,1.2092864136593633,10428875.658781052,7.945726356841079,2.0,830.0,6031,122,0,full,0.12,p0,0.0
sl_sweep:crash_2022,191.76024240789263,194.6990286100072,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.15,p0,0,30758.033304210658,207.58033304210656,-72.26310681185907,1393,98.27709978463747,0.7808698752049914,36.266211411987264,1.5519288393955673,12393.65532981059,7.323043790380474,2.0,383.0,1369,23,0,crash_2022,0.15,p0,0.0
sl_sweep:crash_2025_26,-24.211455537814878,-16.44634897758458,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.15,p0,0,10190.845725872576,1.9084572587257487,-48.024150476882454,1123,97.59572573463936,0.6976680683993562,51.68592393684391,1.0056036951844844,7444.50975958695,12.973285841495994,2.0,450.0,1096,26,0,crash_2025_26,0.15,p0,0.0
sl_sweep:full,78012.39018057552,78019.96040917197,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.15,p0,0,7813842.478791852,78038.42478791851,153.7360197256392,5588,98.58625626342162,0.817844958241563,51.68592393684395,1.174553853189726,11299006.570202986,8.750536864710092,2.0,956.0,5509,78,0,full,0.15,p0,0.0
sl_sweep:crash_2022,146.4323492564081,150.71962760930066,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.18,p0,0,26572.315688582486,165.7231568858249,-72.26310681185907,1195,98.57740585774059,0.7806271471842543,42.19218645653663,1.5295409850503878,10070.41318089736,8.536401673640167,2.0,503.0,1178,16,0,crash_2022,0.18,p0,0.0
sl_sweep:crash_2025_26,-12.797726181503622,-6.736676661689542,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.18,p0,0,10857.388499125836,8.573884991258375,-48.024150476882454,984,98.06910569105692,0.7095842937141175,42.77115059959568,1.0302131810648298,6253.903085900455,14.80589430894309,2.0,642.0,965,18,0,crash_2025_26,0.18,p0,0.0
sl_sweep:full,62831.592617694005,62837.37125721778,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.18,p0,0,6295281.744010074,62852.81744010074,153.7360197256392,5084,98.8985051140834,0.8274610647053661,42.77115059959542,1.2528902564090623,6595965.158273539,9.61801730920535,2.0,1267.0,5028,55,0,full,0.18,p0,0.0
sl_sweep:crash_2022,133.32655811407682,138.20609746494878,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.2,p0,0,25452.90053781345,154.52900537813449,-72.26310681185907,1128,98.75886524822694,0.7961459169611576,45.804210045778895,1.6135790184823258,8511.680375250839,9.043439716312056,2.0,670.0,1114,13,0,crash_2022,0.2,p0,0.0
sl_sweep:crash_2025_26,-15.377063110555369,-8.275280344957682,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.2,p0,0,10887.844704612386,8.87844704612386,-48.024150476882454,941,98.29968119022317,0.7249922469732544,48.00857924702515,1.037285912810031,5255.770996975984,15.482465462274176,2.0,653.0,925,15,0,crash_2025_26,0.2,p0,0.0
sl_sweep:full,39925.20803418921,39932.07087687243,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.2,p0,0,4004938.588333057,39949.38588333057,153.7360197256392,4944,99.0088996763754,0.8314799965675107,48.00857924702503,1.2672256292876312,3994339.511191411,9.89037216828479,2.0,1377.0,4895,48,0,full,0.2,p0,0.0
sl_sweep:crash_2022,44.37749551964239,50.36185872043323,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.25,p0,0,16674.416067307102,66.74416067307104,-72.26310681185907,1009,98.90981169474728,0.7712032239561708,45.85171958151363,1.276993604873301,6427.274676731609,10.110009910802775,2.0,777.0,998,10,0,crash_2022,0.25,p0,0.0
sl_sweep:crash_2025_26,-62.60590654697616,-53.648359373309304,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.25,p0,0,6567.5330334725295,-34.32466966527471,-48.024150476882454,847,98.46517119244392,0.681468086769528,54.134521783455234,0.839588088949824,3803.835482924751,17.200708382526564,2.0,682.0,834,12,0,crash_2025_26,0.25,p0,0.0
sl_sweep:full,22967.830917811512,22977.263998806997,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.25,p0,0,2309719.7099405136,22997.197099405137,153.7360197256392,4373,99.26823690830093,0.83923450045719,54.13452178345535,1.1818137783801794,3122187.164303457,11.181797393093985,2.0,2914.0,4341,31,0,full,0.25,p0,0.0
sl_sweep:crash_2022,122.52885877435206,126.8817765219601,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.3,p0,0,24191.55992306136,141.9155992306136,-72.26310681185907,932,99.2489270386266,0.8176268938701288,41.904771197011165,1.579596427164582,7994.220440565971,10.945278969957082,2.0,859.0,925,6,0,crash_2022,0.3,p0,0.0
sl_sweep:crash_2025_26,-29.49049078288507,-21.75417749309289,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.3,p0,0,9565.332411232603,-4.346675887673978,-48.024150476882454,615,98.86178861788618,0.7310281695911068,48.068020847073775,0.974461729521888,3459.5228507157763,23.68943089430894,2.0,1156.0,608,6,0,crash_2025_26,0.3,p0,0.0
sl_sweep:full,73533.83727941688,73542.94699354118,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.3,p0,0,7366137.046014143,73561.37046014142,153.7360197256392,3993,99.54921111945906,0.8815074316756134,48.0680208470738,1.3577164496392404,5773100.2196776215,12.245930378161782,1.0,4924.0,3975,17,0,full,0.3,p0,0.0
combo_sweep:crash_2022,354.2138384265774,352.813548828871,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,0,45784.18914150799,357.8418914150799,-72.26310681185907,2169,92.99216228676809,0.6946296304672375,14.142319132565559,1.4497614380101733,28014.5579550471,4.70308898109728,2.0,105.0,2017,151,0,crash_2022,0.05,p0,0.0
combo_sweep:crash_2025_26,130.3008342248762,129.74047259641438,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,0,23502.227140004416,135.02227140004413,-48.024150476882454,2117,91.92253188474257,0.6421446233452324,14.79565634291678,1.2229373268846904,18430.027988216458,6.881908360888049,3.0,115.0,1946,170,0,crash_2025_26,0.05,p0,0.0
combo_sweep:full,68830.16946179318,68831.16179988252,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,0,6893907.673075002,68839.07673075002,153.7360197256392,8646,93.03724265556326,0.6969480541424087,22.210786385252792,1.2345916067922185,9020026.101501597,5.655563266250289,2.0,282.0,8043,602,0,full,0.05,p0,0.0
combo_sweep:crash_2022,328.8692939587141,327.51409362073616,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,24,43264.50362996099,332.64503629960996,-72.26310681185907,2260,91.19469026548673,0.6783840116369723,14.510301459234807,1.439732599322149,27848.873480530292,4.513716814159292,2.0,24.0,2050,134,76,crash_2022,0.05,p0,24.0
combo_sweep:crash_2025_26,70.0486387282935,69.60508700158597,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,24,17475.898763051686,74.75898763051686,-48.024150476882454,2323,88.42014636246233,0.6028868945467759,14.52566946806035,1.1427339784764607,16599.25255216602,6.271631510977184,3.0,24.0,2010,140,172,crash_2025_26,0.05,p0,24.0
combo_sweep:full,45955.57889600231,45956.147904484686,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,24,4606331.974051878,45963.31974051878,153.7360197256392,9330,89.989281886388,0.665707087081841,20.32064743472625,1.1881101455021446,8118439.376922632,5.240943193997857,2.0,24.0,8270,504,555,full,0.05,p0,24.0
combo_sweep:crash_2022,359.76724992912057,358.2766670654483,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,48,46328.74586705222,363.28745867052214,-72.26310681185907,2190,92.6027397260274,0.692291834050067,14.142319132565639,1.466408866287042,28035.36628213884,4.657990867579909,2.0,48.0,2026,145,19,crash_2022,0.05,p0,48.0
combo_sweep:crash_2025_26,117.51814323029168,116.82831874969224,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,48,22184.003906057216,121.84003906057215,-48.024150476882454,2136,91.29213483146067,0.6354212217692075,14.083181091545633,1.2027558759158412,18369.813286712466,6.8206928838951315,3.0,48.0,1945,162,28,crash_2025_26,0.05,p0,48.0
combo_sweep:full,66614.53167244767,66615.16117417792,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,48,6672260.770983857,66622.60770983857,153.7360197256392,8780,92.36902050113895,0.6911054512619561,21.075551936401048,1.2249670466555764,9282666.043240545,5.569248291571754,2.0,48.0,8082,571,126,full,0.05,p0,48.0
combo_sweep:crash_2022,362.6313839655756,361.1552814622307,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,72,46617.368072196354,366.17368072196354,-72.26310681185907,2171,92.90649470290188,0.694442299715394,14.142319132565692,1.467317964397665,27994.232674035204,4.698756333486872,2.0,72.0,2016,149,5,crash_2022,0.05,p0,72.0
combo_sweep:crash_2025_26,127.33656777318933,126.75989903118071,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,72,23202.837781223447,132.02837781223445,-48.024150476882454,2130,91.73708920187794,0.6406204325008612,14.79565634291678,1.218199690541608,18479.841656800654,6.839906103286385,3.0,72.0,1953,168,8,crash_2025_26,0.05,p0,72.0
combo_sweep:full,73330.43319875332,73331.04745466067,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,72,7343850.884527903,73338.50884527904,153.7360197256392,8691,92.82015878494995,0.6960902143733019,21.0957937650634,1.237188548756827,9616723.116107786,5.62628005983201,2.0,72.0,8059,586,45,full,0.05,p0,72.0
combo_sweep:crash_2022,354.2138384265774,352.813548828871,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,120,45784.18914150799,357.8418914150799,-72.26310681185907,2169,92.99216228676809,0.6946296304672375,14.142319132565559,1.4497614380101733,28014.5579550471,4.70308898109728,2.0,105.0,2017,151,0,crash_2022,0.05,p0,120.0
combo_sweep:crash_2025_26,130.3008342248762,129.74047259641438,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,120,23502.227140004416,135.02227140004413,-48.024150476882454,2117,91.92253188474257,0.6421446233452324,14.79565634291678,1.2229373268846904,18430.027988216458,6.881908360888049,3.0,115.0,1946,170,0,crash_2025_26,0.05,p0,120.0
combo_sweep:full,67759.7496983461,67760.6306869449,0.05,"[8, 4, 2, 1]","[2, 3, 4]","[0.02, 0.08, 0.2, 0.4]",0.012,0.001,10000.0,0,0.05,p0,120,6786849.696553078,67768.49696553078,153.7360197256392,8654,92.98590247284493,0.6964615835674735,22.210786385252803,1.2338906764374518,8911996.116609424,5.650335105153686,2.0,120.0,8046,601,6,full,0.05,p0,120.0
